payment_id,ride_id,customer_id,amount,payment_method,payment_status
111,111,44,23.96,cash,pending
112,112,43,16.04,cash,failed
113,113,31,46.11,cash,failed
114,114,11,23.18,credit_card,pending
115,115,47,51.69,paypal,failed
116,116,48,33.53,paypal,pending
117,117,8,53.04,credit_card,pending
118,118,38,35.29,credit_card,failed
119,119,41,35.39,paypal,failed
120,120,35,35.12,credit_card,pending
121,121,12,20.79,credit_card,completed
122,122,45,32.9,cash,pending
123,123,38,58.87,paypal,failed
124,124,1,49.27,credit_card,pending
125,125,24,36.5,paypal,completed
126,126,14,38.06,credit_card,failed
127,127,15,33.25,paypal,failed
128,128,49,29.28,paypal,completed
129,129,14,12.84,paypal,pending
130,130,17,17.1,paypal,completed
131,131,2,57.62,cash,failed
132,132,10,29.75,credit_card,failed
133,133,22,17.28,credit_card,pending
134,134,49,53.19,cash,completed
135,135,29,12.15,paypal,pending
136,136,2,53.59,cash,completed
137,137,1,45.75,cash,completed
138,138,15,17.67,paypal,completed
139,139,30,13.13,paypal,pending
140,140,32,16.63,cash,pending
141,141,46,25.56,paypal,failed
142,142,21,45.82,cash,failed
143,143,24,58.36,cash,failed
144,144,27,11.16,cash,completed
145,145,26,40.63,cash,failed
146,146,2,48.55,credit_card,completed
147,147,1,19.53,cash,failed
148,148,9,44.34,paypal,pending
149,149,32,46.25,paypal,completed
150,150,26,58.21,cash,failed
151,151,12,17.38,credit_card,pending
152,152,32,18.24,credit_card,failed
153,153,5,44.43,credit_card,failed
154,154,14,32.78,paypal,pending
155,155,20,37.76,credit_card,failed
156,156,3,45.89,paypal,pending
157,157,32,49.03,credit_card,completed
158,158,12,48.34,credit_card,completed
159,159,25,25.11,paypal,completed
160,160,42,11.2,paypal,failed
161,161,20,46.04,credit_card,pending
162,162,21,35.56,credit_card,pending
163,163,9,11.36,paypal,completed
164,164,11,25.49,paypal,failed
165,165,29,29.13,cash,failed
166,166,30,26.22,paypal,failed
167,167,11,45.17,paypal,failed
168,168,2,51.32,credit_card,pending
169,169,10,13.02,credit_card,completed
170,170,5,25.14,credit_card,pending
171,171,14,12.0,credit_card,completed
172,172,31,27.25,paypal,failed
173,173,7,23.16,cash,failed
174,174,42,18.43,credit_card,completed
175,175,34,53.68,credit_card,pending
176,176,19,22.05,credit_card,failed
177,177,29,41.31,credit_card,failed
178,178,49,13.7,credit_card,failed
179,179,41,42.38,credit_card,pending
180,180,7,17.17,paypal,failed
181,181,13,50.22,cash,failed
182,182,42,18.3,cash,completed
183,183,7,43.18,cash,pending
184,184,20,42.8,cash,pending
185,185,12,29.49,credit_card,completed
186,186,5,50.72,cash,failed
187,187,2,58.83,cash,failed
188,188,19,49.9,paypal,pending
189,189,28,57.39,paypal,pending
190,190,45,45.42,paypal,completed
191,191,28,38.35,cash,failed
192,192,21,19.51,credit_card,pending
193,193,19,53.77,cash,failed
194,194,30,56.7,cash,failed
195,195,32,22.42,paypal,pending
196,196,35,11.53,cash,pending
197,197,35,17.03,credit_card,failed
198,198,34,37.66,cash,completed
199,199,25,47.56,cash,pending
200,200,12,24.2,credit_card,failed
201,201,7,58.9,cash,failed
202,202,21,11.07,cash,pending
203,203,20,33.09,cash,failed
204,204,9,43.87,paypal,failed
205,205,39,36.05,paypal,failed
206,206,12,20.39,paypal,failed
207,207,5,24.02,credit_card,completed
208,208,17,19.29,paypal,completed
209,209,5,39.32,credit_card,completed
210,210,28,25.96,cash,completed
211,211,48,48.13,cash,failed
212,212,30,11.8,paypal,pending
213,213,24,53.05,cash,pending
214,214,9,13.61,paypal,pending
215,215,40,50.18,paypal,completed
216,216,45,34.9,paypal,failed
217,217,34,32.85,credit_card,completed
218,218,46,13.0,cash,completed
219,219,7,46.52,paypal,completed
220,220,28,32.6,paypal,pending
221,221,39,30.93,cash,completed
222,222,18,57.85,paypal,pending
223,223,34,12.28,paypal,completed
224,224,23,44.04,paypal,completed
225,225,43,37.45,paypal,failed
226,226,23,57.93,paypal,failed
227,227,14,31.38,paypal,completed
228,228,10,16.09,paypal,completed
229,229,4,18.74,credit_card,pending
230,230,34,43.52,credit_card,pending
231,231,10,13.94,credit_card,completed
232,232,4,26.08,paypal,pending
233,233,17,42.37,cash,failed
234,234,15,40.56,credit_card,completed
235,235,9,42.26,cash,failed
236,236,19,36.11,credit_card,pending
237,237,4,38.99,credit_card,failed
238,238,44,50.69,cash,completed
239,239,34,48.33,credit_card,completed
240,240,40,30.05,cash,pending
241,241,4,47.0,credit_card,pending
242,242,37,15.55,credit_card,completed
243,243,23,36.14,credit_card,pending
244,244,26,11.38,credit_card,completed
245,245,34,11.26,paypal,completed
246,246,27,44.79,cash,failed
247,247,7,29.52,cash,failed
248,248,31,54.17,paypal,completed
249,249,27,19.13,cash,pending
250,250,1,36.01,paypal,pending
251,251,23,31.74,cash,failed
252,252,45,22.34,cash,failed
253,253,33,55.37,cash,completed
254,254,10,33.74,cash,pending
255,255,49,42.16,cash,failed
256,256,9,10.51,paypal,pending
257,257,8,15.81,paypal,pending
258,258,25,37.98,cash,pending
259,259,39,41.44,cash,failed
260,260,26,33.07,paypal,failed
261,261,32,17.47,paypal,failed
262,262,7,51.34,cash,failed
263,263,46,21.81,paypal,pending
264,264,45,12.33,cash,pending
265,265,2,30.71,paypal,completed
266,266,4,27.43,credit_card,failed
267,267,9,46.0,paypal,completed
268,268,42,53.52,cash,pending
269,269,33,38.49,paypal,failed
270,270,40,30.39,credit_card,failed
271,271,22,11.4,credit_card,pending
272,272,5,20.91,credit_card,pending
273,273,48,15.96,cash,pending
274,274,6,24.1,paypal,completed
275,275,23,40.46,cash,failed
276,276,11,44.03,cash,completed
277,277,13,46.46,cash,completed
278,278,18,36.8,paypal,completed
279,279,27,28.56,paypal,completed
280,280,33,39.27,paypal,failed
281,281,31,48.14,credit_card,failed
282,282,6,30.42,paypal,failed
283,283,2,42.58,cash,completed
284,284,33,39.44,credit_card,pending
285,285,44,39.54,paypal,pending
286,286,38,53.21,cash,pending
287,287,48,54.02,cash,failed
288,288,49,15.58,credit_card,completed
289,289,38,24.15,cash,completed
290,290,39,32.0,paypal,failed
291,291,4,27.81,cash,pending
292,292,4,42.97,cash,completed
293,293,30,42.76,paypal,failed
294,294,34,51.68,cash,failed
295,295,5,23.07,cash,failed
296,296,2,41.73,cash,pending
297,297,40,38.96,credit_card,pending
298,298,26,51.01,cash,completed
299,299,46,14.67,cash,completed
300,300,44,29.83,credit_card,failed
301,301,30,34.77,cash,completed
302,302,27,42.9,cash,completed
303,303,14,12.45,paypal,pending
304,304,39,42.37,cash,completed
305,305,28,26.54,cash,completed
306,306,22,37.39,cash,failed
307,307,36,32.38,paypal,failed
308,308,48,11.42,paypal,failed
309,309,29,18.9,paypal,failed
310,310,17,38.93,cash,failed
311,311,3,49.24,credit_card,failed
312,312,21,13.7,credit_card,pending
313,313,48,46.09,credit_card,completed
314,314,44,20.36,cash,failed
315,315,48,35.19,cash,completed
316,316,7,56.98,cash,pending
317,317,31,45.7,paypal,completed
318,318,7,49.52,credit_card,completed
319,319,18,10.71,paypal,pending
320,320,8,18.9,paypal,failed
321,321,7,32.86,credit_card,failed
322,322,35,27.98,credit_card,pending
323,323,11,22.6,paypal,pending
324,324,35,11.82,cash,failed
325,325,22,53.64,cash,failed
326,326,13,43.3,paypal,pending
327,327,7,36.79,paypal,pending
328,328,15,51.9,credit_card,pending
329,329,5,19.93,paypal,failed
330,330,22,10.67,paypal,pending
331,331,17,20.87,credit_card,failed
332,332,38,31.62,cash,pending
333,333,44,19.18,cash,completed
334,334,30,10.89,cash,pending
335,335,19,30.72,paypal,failed
336,336,8,24.29,paypal,failed
337,337,39,16.89,paypal,failed
338,338,14,53.43,credit_card,completed
339,339,49,55.13,paypal,completed
340,340,27,54.7,cash,failed
341,341,45,27.84,credit_card,pending
342,342,34,32.66,cash,pending
343,343,4,38.15,paypal,failed
344,344,4,54.76,credit_card,failed
345,345,4,10.62,cash,failed
346,346,34,57.22,paypal,failed
347,347,47,53.01,credit_card,pending
348,348,37,31.31,cash,completed
349,349,36,12.41,credit_card,completed
350,350,25,53.05,cash,failed
351,351,13,53.93,cash,pending
352,352,35,54.28,paypal,failed
353,353,47,49.76,credit_card,failed
354,354,6,41.1,cash,pending
355,355,44,45.55,credit_card,pending
356,356,22,48.73,credit_card,pending
357,357,36,43.07,cash,completed
358,358,22,29.3,cash,pending
359,359,32,54.24,cash,failed
360,360,10,29.72,cash,completed
361,361,24,59.0,cash,failed
362,362,10,13.5,paypal,completed
363,363,18,28.77,paypal,completed
364,364,7,35.1,cash,failed
365,365,33,37.35,cash,pending
366,366,42,39.02,paypal,completed
367,367,45,28.75,credit_card,failed
368,368,32,21.73,paypal,completed
369,369,21,58.01,cash,pending
370,370,18,54.37,credit_card,pending
371,371,43,11.0,cash,failed
372,372,21,29.51,credit_card,completed
373,373,13,16.6,credit_card,pending
374,374,47,52.34,paypal,pending
375,375,30,59.6,credit_card,failed
376,376,8,45.69,cash,pending
377,377,15,17.71,cash,pending
378,378,30,30.97,cash,pending
379,379,38,22.13,cash,failed
380,380,23,59.56,credit_card,pending
381,381,29,38.98,paypal,completed
382,382,14,56.97,credit_card,failed
383,383,8,58.71,paypal,pending
384,384,23,41.25,paypal,pending
385,385,31,52.0,paypal,completed
386,386,41,54.22,paypal,completed
387,387,2,14.21,cash,failed
388,388,10,30.78,paypal,failed
389,389,7,24.53,cash,completed
390,390,8,39.44,paypal,completed
391,391,12,30.02,paypal,pending
392,392,39,58.66,cash,completed
393,393,34,28.17,credit_card,pending
394,394,37,34.88,paypal,failed
395,395,14,20.43,cash,completed
396,396,47,24.53,credit_card,failed
397,397,25,52.64,cash,pending
398,398,23,36.06,cash,completed
399,399,10,46.28,credit_card,pending
400,400,2,48.24,credit_card,pending
401,401,40,35.84,cash,completed
402,402,38,42.67,credit_card,completed
403,403,10,42.46,credit_card,completed
404,404,12,23.62,cash,failed
405,405,11,45.16,paypal,pending
406,406,50,25.15,paypal,failed
407,407,22,31.51,credit_card,pending
408,408,33,22.29,cash,failed
409,409,5,19.25,paypal,pending
410,410,20,33.68,credit_card,pending
411,411,9,16.64,cash,completed
412,412,32,22.42,credit_card,pending
413,413,20,24.08,cash,pending
414,414,45,12.7,paypal,pending
415,415,2,52.87,paypal,completed
416,416,6,27.54,cash,completed
417,417,32,50.75,cash,pending
418,418,21,41.25,paypal,failed
419,419,39,41.7,credit_card,failed
420,420,42,41.73,cash,failed
421,421,12,58.09,credit_card,failed
422,422,33,59.22,cash,completed
423,423,37,42.97,cash,failed
424,424,31,38.52,paypal,completed
425,425,45,25.58,paypal,pending
426,426,41,45.46,cash,pending
427,427,41,33.38,credit_card,failed
428,428,30,47.41,paypal,completed
429,429,46,32.46,cash,failed
430,430,46,13.29,credit_card,failed
431,431,11,32.19,paypal,pending
432,432,46,42.35,cash,completed
433,433,9,23.27,paypal,failed
434,434,19,16.24,credit_card,failed
435,435,17,40.61,cash,pending
436,436,9,55.81,credit_card,pending
437,437,38,28.28,cash,pending
438,438,1,52.12,cash,completed
439,439,2,34.48,paypal,completed
440,440,20,53.41,cash,failed
441,441,35,11.44,credit_card,completed
442,442,34,53.85,cash,completed
443,443,31,27.87,credit_card,pending
444,444,22,37.07,paypal,pending
445,445,7,19.81,paypal,failed
446,446,34,33.4,paypal,failed
447,447,21,33.12,paypal,pending
448,448,38,19.5,credit_card,completed
449,449,13,32.09,cash,pending
450,450,41,44.02,paypal,completed
451,451,6,54.62,paypal,failed
452,452,44,55.39,credit_card,pending
453,453,23,23.06,credit_card,failed
454,454,15,56.66,paypal,completed
455,455,40,39.82,credit_card,completed
456,456,5,13.86,credit_card,failed
457,457,50,16.4,credit_card,failed
458,458,28,40.78,paypal,failed
459,459,45,16.5,cash,completed
460,460,19,58.72,credit_card,failed
461,461,17,55.43,cash,completed
462,462,16,52.92,paypal,completed
463,463,45,14.17,credit_card,completed
464,464,32,50.83,credit_card,pending
465,465,20,24.59,paypal,completed
466,466,4,37.32,paypal,pending
467,467,33,52.25,paypal,failed
468,468,49,47.5,cash,pending
469,469,2,49.93,credit_card,pending
470,470,7,51.38,cash,failed
471,471,31,56.75,paypal,pending
472,472,10,27.0,cash,failed
473,473,38,20.2,paypal,failed
474,474,26,51.0,paypal,failed
475,475,49,26.35,paypal,pending
476,476,18,53.47,cash,completed
477,477,23,43.44,credit_card,failed
478,478,14,42.63,paypal,completed
479,479,19,42.22,credit_card,completed
480,480,38,51.02,cash,failed
481,481,22,34.2,cash,failed
482,482,34,53.02,credit_card,failed
483,483,15,53.01,credit_card,failed
484,484,35,24.09,credit_card,pending
485,485,46,16.39,credit_card,pending
486,486,38,36.37,credit_card,failed
487,487,41,42.25,credit_card,completed
488,488,14,54.87,paypal,completed
489,489,26,43.43,paypal,pending
490,490,28,46.61,credit_card,failed
491,491,33,10.92,credit_card,failed
492,492,41,45.45,paypal,failed
493,493,15,35.79,cash,failed
494,494,47,25.8,paypal,failed
495,495,2,18.74,credit_card,pending
496,496,26,36.97,paypal,completed
497,497,49,33.38,paypal,failed
498,498,30,42.2,paypal,completed
499,499,42,19.56,paypal,pending
500,500,46,14.21,paypal,completed
501,501,15,18.06,credit_card,failed
502,502,31,25.64,credit_card,completed
503,503,21,54.89,credit_card,pending
504,504,45,27.5,cash,completed
505,505,48,16.33,paypal,pending
506,506,46,33.33,cash,completed
507,507,11,26.43,credit_card,completed
508,508,31,25.98,cash,failed
509,509,34,25.82,credit_card,completed
510,510,2,37.67,paypal,completed
511,511,41,14.37,paypal,pending
512,512,44,43.5,paypal,failed
513,513,24,11.18,cash,pending
514,514,48,51.89,paypal,completed
515,515,43,46.55,paypal,pending
516,516,36,32.71,paypal,pending
517,517,2,32.25,credit_card,completed
518,518,49,38.75,paypal,completed
519,519,6,15.45,credit_card,pending
520,520,11,22.43,credit_card,pending
521,521,32,29.78,cash,completed
522,522,48,49.08,cash,failed
523,523,26,52.4,credit_card,failed
524,524,36,17.74,paypal,pending
525,525,19,29.03,paypal,completed
526,526,39,34.23,cash,pending
527,527,42,24.96,credit_card,pending
528,528,34,10.99,paypal,pending
529,529,10,51.52,credit_card,completed
530,530,50,11.59,cash,completed
531,531,39,52.34,credit_card,completed
532,532,40,44.42,cash,completed
533,533,43,33.13,paypal,completed
534,534,26,27.62,paypal,completed
535,535,6,15.26,cash,completed
536,536,47,44.68,cash,completed
537,537,30,27.55,paypal,completed
538,538,47,32.48,cash,completed
539,539,32,12.68,paypal,pending
540,540,21,54.14,cash,failed
541,541,42,20.4,credit_card,pending
542,542,31,51.48,cash,failed
543,543,19,52.31,paypal,pending
544,544,27,57.67,cash,completed
545,545,23,47.25,cash,completed
546,546,13,22.17,paypal,pending
547,547,13,55.8,credit_card,completed
548,548,6,44.7,cash,pending
549,549,40,37.82,paypal,failed
550,550,22,57.46,paypal,failed
551,551,29,51.14,credit_card,failed
552,552,14,48.84,paypal,failed
553,553,6,55.45,paypal,pending
554,554,31,32.71,paypal,failed
555,555,47,18.16,credit_card,pending
556,556,30,14.33,credit_card,completed
557,557,4,16.72,paypal,completed
558,558,48,57.25,cash,completed
559,559,36,45.18,paypal,failed
560,560,26,30.46,credit_card,completed
561,561,38,59.77,credit_card,completed
562,562,7,46.47,cash,completed
563,563,1,59.29,cash,pending
564,564,10,30.29,credit_card,completed
565,565,26,10.72,paypal,failed
566,566,36,53.33,paypal,pending
567,567,27,59.52,credit_card,pending
568,568,27,52.36,paypal,failed
569,569,47,42.77,credit_card,pending
570,570,10,56.23,credit_card,failed
571,571,29,35.52,paypal,pending
572,572,25,30.15,credit_card,failed
573,573,15,53.91,cash,pending
574,574,36,25.49,credit_card,completed
575,575,47,30.75,paypal,failed
576,576,10,55.4,credit_card,pending
577,577,24,45.23,credit_card,completed
578,578,16,45.61,paypal,failed
579,579,10,20.72,cash,completed
580,580,19,59.19,credit_card,pending
581,581,42,34.44,cash,completed
582,582,38,42.2,credit_card,pending
583,583,11,19.91,cash,failed
584,584,13,28.22,credit_card,pending
585,585,1,32.37,credit_card,completed
586,586,45,49.23,credit_card,completed
587,587,44,44.76,cash,failed
588,588,12,30.83,paypal,pending
589,589,32,36.53,cash,pending
590,590,14,51.62,cash,completed
591,591,48,56.98,credit_card,completed
592,592,29,12.75,cash,completed
593,593,20,21.85,cash,pending
594,594,14,52.67,cash,failed
595,595,5,47.44,paypal,pending
596,596,7,13.88,paypal,completed
597,597,24,39.17,credit_card,completed
598,598,6,57.14,cash,failed
599,599,13,42.71,credit_card,failed
600,600,35,40.01,credit_card,completed
601,601,13,55.33,credit_card,failed
602,602,48,53.49,cash,failed
603,603,7,35.36,paypal,failed
604,604,14,34.53,paypal,completed
605,605,50,15.65,cash,pending
606,606,29,22.35,cash,completed
607,607,33,27.7,credit_card,pending
608,608,4,14.98,paypal,failed
609,609,16,39.35,paypal,failed
610,610,19,23.15,paypal,completed
611,611,36,53.17,paypal,pending
612,612,20,12.29,paypal,pending
613,613,42,31.79,credit_card,failed
614,614,49,26.29,credit_card,pending
615,615,3,31.61,cash,completed
616,616,15,37.57,paypal,failed
617,617,42,39.72,cash,failed
618,618,10,36.37,credit_card,failed
619,619,45,40.1,cash,failed
620,620,42,11.35,cash,pending
621,621,23,20.37,cash,failed
622,622,33,50.03,credit_card,pending
623,623,45,44.33,paypal,failed
624,624,34,25.98,credit_card,completed
625,625,45,57.49,paypal,pending
626,626,19,33.47,credit_card,failed
627,627,36,59.75,paypal,failed
628,628,50,24.13,credit_card,completed
629,629,50,12.0,credit_card,completed
630,630,41,30.19,credit_card,failed
631,631,50,38.02,cash,failed
632,632,26,22.79,cash,completed
633,633,22,38.18,cash,completed
634,634,43,43.55,credit_card,completed
635,635,27,29.53,cash,pending
636,636,13,45.17,paypal,failed
637,637,26,21.51,cash,pending
638,638,16,49.92,credit_card,pending
639,639,13,36.14,paypal,failed
640,640,49,25.11,credit_card,pending
641,641,8,12.54,cash,pending
642,642,19,56.83,cash,completed
643,643,20,14.66,paypal,completed
644,644,13,44.88,credit_card,failed
645,645,45,31.45,credit_card,completed
646,646,25,42.93,paypal,failed
647,647,34,32.28,credit_card,pending
648,648,2,26.83,credit_card,failed
649,649,13,20.28,credit_card,completed
650,650,12,25.74,credit_card,completed
651,651,17,52.72,paypal,failed
652,652,5,57.34,cash,completed
653,653,33,10.96,paypal,completed
654,654,4,17.96,paypal,completed
655,655,19,12.69,cash,pending
656,656,14,55.85,paypal,pending
657,657,50,10.13,credit_card,completed
658,658,37,12.44,cash,completed
659,659,12,40.9,credit_card,completed
660,660,27,30.47,credit_card,failed
661,661,35,59.9,cash,failed
662,662,3,57.92,cash,completed
663,663,3,34.59,cash,failed
664,664,40,49.95,credit_card,pending
665,665,16,34.31,credit_card,pending
666,666,23,51.29,credit_card,completed
667,667,48,37.15,credit_card,completed
668,668,1,51.22,cash,failed
669,669,4,38.38,credit_card,pending
670,670,19,31.65,credit_card,pending
671,671,3,17.68,cash,failed
672,672,15,39.45,cash,pending
673,673,35,37.41,cash,pending
674,674,18,30.37,paypal,completed
675,675,32,34.87,credit_card,pending
676,676,20,43.39,paypal,completed
677,677,8,26.06,cash,pending
678,678,40,53.75,paypal,failed
679,679,48,38.81,paypal,completed
680,680,29,59.27,cash,pending
681,681,24,32.96,cash,pending
682,682,19,18.55,credit_card,completed
683,683,5,31.64,credit_card,completed
684,684,17,39.41,credit_card,completed
685,685,49,26.85,cash,completed
686,686,11,17.56,cash,failed
687,687,43,39.99,paypal,failed
688,688,24,36.79,cash,failed
689,689,25,44.09,paypal,failed
690,690,18,41.67,cash,completed
691,691,9,54.43,credit_card,completed
692,692,10,42.56,credit_card,failed
693,693,7,52.18,paypal,completed
694,694,26,42.26,cash,pending
695,695,37,58.44,cash,pending
696,696,18,41.06,cash,failed
697,697,11,51.75,cash,completed
698,698,27,39.47,paypal,failed
699,699,28,55.46,credit_card,pending
700,700,8,46.65,cash,failed
701,701,8,33.89,credit_card,completed
702,702,7,26.79,paypal,completed
703,703,37,39.53,cash,failed
704,704,36,37.06,cash,pending
705,705,40,57.74,paypal,failed
706,706,50,55.27,paypal,failed
707,707,43,28.56,paypal,pending
708,708,17,53.92,credit_card,pending
709,709,41,46.29,credit_card,failed
710,710,33,21.99,credit_card,completed
711,711,31,11.71,credit_card,completed
712,712,36,42.76,paypal,pending
713,713,25,54.32,cash,completed
714,714,4,55.38,cash,failed
715,715,32,19.19,credit_card,completed
716,716,33,19.8,cash,failed
717,717,25,35.56,cash,pending
718,718,24,31.48,paypal,completed
719,719,47,52.91,credit_card,pending
720,720,36,51.21,cash,pending
721,721,18,28.76,credit_card,completed
722,722,6,53.81,paypal,completed
723,723,31,43.07,cash,failed
724,724,39,13.37,paypal,pending
725,725,50,39.41,paypal,completed
726,726,33,24.91,paypal,completed
727,727,43,53.09,credit_card,pending
728,728,4,50.53,paypal,pending
729,729,40,33.36,credit_card,completed
730,730,6,28.49,cash,completed
731,731,24,27.77,credit_card,completed
732,732,3,48.93,credit_card,failed
733,733,2,38.22,credit_card,completed
734,734,42,34.19,paypal,failed
735,735,29,21.62,cash,failed
736,736,11,31.39,credit_card,pending
737,737,8,52.17,paypal,failed
738,738,5,58.96,credit_card,completed
739,739,3,44.39,cash,completed
740,740,8,12.03,paypal,pending
741,741,38,55.27,paypal,failed
742,742,11,10.36,paypal,pending
743,743,21,25.9,paypal,failed
744,744,42,38.78,paypal,failed
745,745,7,44.44,credit_card,pending
746,746,21,43.83,credit_card,failed
747,747,19,15.99,cash,failed
748,748,26,15.98,credit_card,completed
749,749,50,59.54,paypal,completed
750,750,33,55.95,credit_card,failed
751,751,13,32.75,credit_card,completed
752,752,21,27.56,paypal,failed
753,753,10,20.71,credit_card,pending
754,754,29,16.41,paypal,failed
755,755,12,44.99,credit_card,failed
756,756,9,38.6,paypal,pending
757,757,5,16.31,credit_card,pending
758,758,49,33.79,cash,pending
759,759,46,30.04,cash,pending
760,760,25,43.26,cash,failed
761,761,47,16.26,cash,failed
762,762,47,41.9,credit_card,pending
763,763,49,18.23,credit_card,pending
764,764,30,18.66,paypal,pending
765,765,25,21.29,cash,pending
766,766,3,12.52,credit_card,failed
767,767,4,52.64,paypal,pending
768,768,45,59.51,paypal,failed
769,769,5,14.13,credit_card,failed
770,770,28,44.08,credit_card,completed
771,771,12,39.82,credit_card,pending
772,772,2,20.4,cash,completed
773,773,10,11.94,credit_card,failed
774,774,29,20.41,paypal,completed
775,775,8,33.02,credit_card,failed
776,776,24,10.06,credit_card,completed
777,777,40,59.43,cash,completed
778,778,37,49.8,cash,completed
779,779,9,14.96,cash,failed
780,780,49,51.69,cash,failed
781,781,14,28.81,cash,failed
782,782,11,34.74,cash,completed
783,783,9,12.71,paypal,failed
784,784,20,10.82,cash,completed
785,785,36,45.99,paypal,failed
786,786,17,19.77,paypal,failed
787,787,17,58.48,cash,completed
788,788,25,40.53,credit_card,completed
789,789,31,45.69,paypal,failed
790,790,32,43.08,credit_card,pending
791,791,33,21.69,cash,completed
792,792,33,29.19,cash,pending
793,793,15,43.82,cash,pending
794,794,34,56.67,cash,failed
795,795,34,51.23,cash,failed
796,796,21,43.64,paypal,pending
797,797,31,18.88,paypal,pending
798,798,9,20.59,credit_card,failed
799,799,1,48.5,paypal,failed
800,800,19,16.32,cash,pending
801,801,14,31.85,credit_card,pending
802,802,15,28.93,credit_card,pending
803,803,7,15.97,paypal,pending
804,804,20,18.27,credit_card,failed
805,805,9,13.59,paypal,failed
806,806,48,47.51,paypal,completed
807,807,39,58.43,cash,completed
808,808,43,14.8,cash,pending
809,809,42,43.54,cash,pending
810,810,19,19.1,credit_card,failed
811,811,7,28.47,paypal,completed
812,812,4,16.3,cash,completed
813,813,25,18.99,cash,completed
814,814,19,28.96,credit_card,completed
815,815,23,47.5,paypal,pending
816,816,33,13.2,paypal,failed
817,817,35,43.23,cash,completed
818,818,27,56.73,credit_card,pending
819,819,21,49.82,paypal,completed
820,820,8,22.15,cash,pending
821,821,13,57.67,cash,completed
822,822,43,58.38,credit_card,pending
