maintenance_id,vehicle_id,maintenance_type,scheduled_date,cost
80,41,tire_rotation,2025-04-14,106.59
81,34,brake_check,2025-04-10,37.82
82,37,oil_change,2025-04-08,194.39
83,48,tire_rotation,2025-04-10,135.66
84,20,brake_check,2025-04-03,100.36
85,32,oil_change,2025-04-12,139.61
86,44,oil_change,2025-04-10,109.59
87,33,tire_rotation,2025-04-12,76.49
88,29,oil_change,2025-04-09,63.02
89,1,tire_rotation,2025-04-09,190.61
90,37,oil_change,2025-04-11,116.63
91,1,oil_change,2025-04-06,77.83
92,7,tire_rotation,2025-04-03,37.74
93,31,oil_change,2025-04-15,138.67
94,5,brake_check,2025-04-10,198.22
95,33,oil_change,2025-04-08,183.9
96,48,brake_check,2025-04-09,126.06
97,10,tire_rotation,2025-04-01,33.67
98,36,oil_change,2025-04-13,119.2
99,39,brake_check,2025-04-10,58.15
100,33,tire_rotation,2025-04-14,166.32
101,29,brake_check,2025-04-04,90.4
102,11,oil_change,2025-04-10,163.29
103,21,oil_change,2025-04-06,90.94
104,41,oil_change,2025-04-05,72.62
105,6,brake_check,2025-04-05,97.87
106,25,brake_check,2025-04-04,52.55
107,35,tire_rotation,2025-04-11,179.38
108,47,brake_check,2025-04-08,51.62
109,37,oil_change,2025-04-01,198.17
110,44,brake_check,2025-04-05,108.77
111,40,brake_check,2025-04-07,33.56
112,26,tire_rotation,2025-04-09,60.57
113,5,brake_check,2025-04-05,115.35
114,19,tire_rotation,2025-04-15,101.5
115,28,tire_rotation,2025-04-02,192.37
116,40,tire_rotation,2025-04-13,146.11
117,34,brake_check,2025-04-16,175.14
118,39,tire_rotation,2025-04-06,111.08
119,43,oil_change,2025-04-03,30.38
120,27,brake_check,2025-04-12,41.58
121,44,brake_check,2025-04-09,32.99
122,35,oil_change,2025-04-10,76.33
123,21,tire_rotation,2025-04-16,56.53
124,33,brake_check,2025-04-05,57.77
125,28,brake_check,2025-04-12,170.69
126,4,tire_rotation,2025-04-11,147.03
127,29,tire_rotation,2025-04-17,77.17
128,16,tire_rotation,2025-04-02,68.21
129,25,oil_change,2025-04-09,87.38
130,10,tire_rotation,2025-04-07,32.08
131,6,brake_check,2025-04-16,123.51
132,26,brake_check,2025-04-12,88.15
133,44,brake_check,2025-04-01,130.46
134,4,tire_rotation,2025-04-06,192.37
135,6,brake_check,2025-04-10,116.44
136,30,tire_rotation,2025-04-13,38.77
137,6,brake_check,2025-04-05,153.31
138,21,tire_rotation,2025-04-17,186.44
139,17,tire_rotation,2025-04-01,117.08
140,26,brake_check,2025-04-11,179.33
141,19,oil_change,2025-04-03,168.53
142,44,tire_rotation,2025-04-15,149.58
143,31,brake_check,2025-04-13,173.94
144,5,brake_check,2025-04-02,117.88
145,10,oil_change,2025-04-04,108.58
146,16,tire_rotation,2025-04-03,107.62
147,19,brake_check,2025-04-11,79.28
148,5,tire_rotation,2025-04-01,70.13
149,34,brake_check,2025-04-17,198.36
150,49,oil_change,2025-04-10,117.96
151,7,oil_change,2025-04-04,113.38
152,17,tire_rotation,2025-04-06,136.09
153,16,tire_rotation,2025-04-10,99.17
154,22,brake_check,2025-04-07,122.01
155,15,brake_check,2025-04-06,171.85
156,13,brake_check,2025-04-10,69.59
157,6,oil_change,2025-04-05,100.79
158,50,tire_rotation,2025-04-02,30.26
159,18,brake_check,2025-04-04,155.68
160,12,brake_check,2025-04-02,151.21
161,40,tire_rotation,2025-04-13,47.08
162,48,tire_rotation,2025-04-16,97.37
163,15,tire_rotation,2025-04-01,36.81
164,40,oil_change,2025-04-02,101.95
165,14,oil_change,2025-04-09,119.99
166,31,oil_change,2025-04-14,159.59
167,2,oil_change,2025-04-17,111.43
168,30,oil_change,2025-04-03,159.24
169,18,brake_check,2025-04-17,46.81
170,21,brake_check,2025-04-13,162.46
171,31,tire_rotation,2025-04-16,79.16
172,20,oil_change,2025-04-09,89.37
173,30,brake_check,2025-04-16,194.87
174,5,oil_change,2025-04-16,104.69
175,20,tire_rotation,2025-04-06,178.49
176,8,oil_change,2025-04-11,160.77
177,31,brake_check,2025-04-09,100.27
178,21,tire_rotation,2025-04-07,167.85
179,50,tire_rotation,2025-04-09,59.71
180,43,brake_check,2025-04-05,117.75
181,34,brake_check,2025-04-07,83.52
182,47,tire_rotation,2025-04-03,115.99
183,50,brake_check,2025-04-14,161.05
184,2,oil_change,2025-04-11,131.5
185,3,brake_check,2025-04-14,80.47
186,5,tire_rotation,2025-04-02,89.35
187,18,tire_rotation,2025-04-09,97.21
188,17,tire_rotation,2025-04-04,116.93
189,23,brake_check,2025-04-17,117.37
190,43,oil_change,2025-04-06,112.66
191,6,brake_check,2025-04-07,107.27
192,14,brake_check,2025-04-16,124.43
193,10,tire_rotation,2025-04-17,127.3
194,33,brake_check,2025-04-17,129.47
195,7,brake_check,2025-04-08,188.17
196,38,oil_change,2025-04-13,63.1
197,50,oil_change,2025-04-02,95.98
198,32,tire_rotation,2025-04-05,41.87
199,2,oil_change,2025-04-11,85.75
200,40,tire_rotation,2025-04-10,49.29
201,22,brake_check,2025-04-17,103.92
202,16,tire_rotation,2025-04-17,65.53
203,39,tire_rotation,2025-04-07,64.18
204,44,tire_rotation,2025-04-10,112.04
205,46,tire_rotation,2025-04-06,98.84
206,21,brake_check,2025-04-17,110.67
207,27,oil_change,2025-04-05,87.54
208,49,tire_rotation,2025-04-08,118.8
209,11,brake_check,2025-04-06,89.75
210,15,brake_check,2025-04-07,82.69
211,48,brake_check,2025-04-17,82.44
212,21,tire_rotation,2025-04-16,173.95
213,18,tire_rotation,2025-04-09,196.98
214,3,tire_rotation,2025-04-10,95.78
215,44,tire_rotation,2025-04-03,103.37
216,10,brake_check,2025-04-10,198.88
217,50,oil_change,2025-04-14,92.99
218,48,brake_check,2025-04-16,82.78
219,16,oil_change,2025-04-12,178.66
220,11,brake_check,2025-04-12,119.33
221,35,brake_check,2025-04-14,157.2
222,41,tire_rotation,2025-04-10,160.39
223,4,oil_change,2025-04-02,155.5
224,49,brake_check,2025-04-13,103.81
225,22,oil_change,2025-04-09,78.68
226,13,tire_rotation,2025-04-11,81.3
227,31,oil_change,2025-04-03,195.2
228,30,oil_change,2025-04-03,67.83
229,45,oil_change,2025-04-14,31.55
230,6,brake_check,2025-04-08,94.84
231,13,oil_change,2025-04-03,121.65
232,31,oil_change,2025-04-13,81.33
233,6,tire_rotation,2025-04-11,122.72
234,2,tire_rotation,2025-04-17,74.38
235,16,tire_rotation,2025-04-15,122.88
236,41,oil_change,2025-04-02,50.59
237,16,tire_rotation,2025-04-16,156.12
238,2,brake_check,2025-04-07,186.31
239,10,brake_check,2025-04-17,190.64
240,44,oil_change,2025-04-05,43.21
241,1,oil_change,2025-04-11,151.69
242,33,brake_check,2025-04-17,199.41
243,7,brake_check,2025-04-03,165.95
244,44,oil_change,2025-04-17,161.01
245,20,brake_check,2025-04-17,183.84
246,24,brake_check,2025-04-12,149.29
247,33,tire_rotation,2025-04-04,141.35
248,2,tire_rotation,2025-04-17,60.43
249,35,tire_rotation,2025-04-10,38.39
250,49,brake_check,2025-04-07,89.16
251,49,oil_change,2025-04-03,172.93
252,31,tire_rotation,2025-04-15,112.42
253,47,brake_check,2025-04-05,188.14
254,22,tire_rotation,2025-04-13,35.96
255,15,tire_rotation,2025-04-13,70.96
256,7,oil_change,2025-04-15,37.97
257,39,tire_rotation,2025-04-04,175.49
258,11,brake_check,2025-04-02,130.76
259,8,tire_rotation,2025-04-17,70.82
260,37,oil_change,2025-04-16,136.45
261,6,brake_check,2025-04-17,160.12
262,11,tire_rotation,2025-04-11,111.69
263,28,brake_check,2025-04-10,139.05
264,20,oil_change,2025-04-10,144.86
265,45,oil_change,2025-04-15,79.55
266,37,oil_change,2025-04-13,80.01
267,28,tire_rotation,2025-04-02,193.5
268,37,tire_rotation,2025-04-11,178.2
269,42,tire_rotation,2025-04-05,179.96
270,17,tire_rotation,2025-04-11,130.67
271,8,oil_change,2025-04-05,103.34
272,5,brake_check,2025-04-01,146.34
273,5,brake_check,2025-04-05,118.37
274,1,tire_rotation,2025-04-16,48.08
275,29,tire_rotation,2025-04-01,184.41
276,24,tire_rotation,2025-04-08,165.4
277,8,brake_check,2025-04-17,97.2
278,43,tire_rotation,2025-04-14,110.05
279,47,tire_rotation,2025-04-15,108.85
280,49,brake_check,2025-04-13,45.6
281,25,oil_change,2025-04-03,193.74
282,42,oil_change,2025-04-07,172.94
283,38,oil_change,2025-04-14,87.57
284,19,oil_change,2025-04-13,179.2
285,37,tire_rotation,2025-04-08,147.71
286,12,brake_check,2025-04-02,140.64
287,34,tire_rotation,2025-04-09,140.7
288,3,brake_check,2025-04-05,169.94
289,4,oil_change,2025-04-09,196.36
290,50,tire_rotation,2025-04-05,86.07
291,12,tire_rotation,2025-04-12,113.8
292,10,oil_change,2025-04-15,76.93
293,42,tire_rotation,2025-04-12,133.13
294,13,tire_rotation,2025-04-04,140.52
295,2,brake_check,2025-04-16,118.63
296,14,tire_rotation,2025-04-06,89.79
297,5,oil_change,2025-04-06,57.32
298,18,tire_rotation,2025-04-08,91.2
299,12,brake_check,2025-04-03,131.67
300,42,tire_rotation,2025-04-06,61.72
301,33,oil_change,2025-04-01,154.53
302,30,tire_rotation,2025-04-05,91.53
303,19,brake_check,2025-04-08,32.9
304,1,oil_change,2025-04-09,39.82
305,44,tire_rotation,2025-04-02,138.65
306,42,brake_check,2025-04-05,113.68
307,37,oil_change,2025-04-08,193.74
308,31,oil_change,2025-04-17,109.27
309,20,brake_check,2025-04-11,166.17
310,43,brake_check,2025-04-16,111.33
311,48,tire_rotation,2025-04-10,151.22
312,8,brake_check,2025-04-06,99.44
313,50,oil_change,2025-04-04,159.77
314,26,brake_check,2025-04-12,131.45
315,45,oil_change,2025-04-14,36.52
316,20,oil_change,2025-04-17,120.13
317,42,oil_change,2025-04-17,194.07
318,1,tire_rotation,2025-04-02,106.02
319,48,brake_check,2025-04-11,156.01
320,8,tire_rotation,2025-04-05,113.91
321,46,brake_check,2025-04-04,51.29
322,49,tire_rotation,2025-04-01,46.7
323,4,brake_check,2025-04-17,173.73
324,6,tire_rotation,2025-04-12,159.35
325,31,tire_rotation,2025-04-10,142.96
326,21,brake_check,2025-04-11,177.36
327,39,oil_change,2025-04-11,198.04
328,37,oil_change,2025-04-15,93.7
329,5,brake_check,2025-04-03,38.97
330,33,brake_check,2025-04-10,77.13
331,48,brake_check,2025-04-13,74.0
332,46,oil_change,2025-04-02,128.19
333,38,tire_rotation,2025-04-06,195.22
334,28,tire_rotation,2025-04-04,161.0
335,2,brake_check,2025-04-10,86.81
336,37,brake_check,2025-04-07,199.11
337,31,tire_rotation,2025-04-10,178.81
338,31,brake_check,2025-04-16,182.11
339,38,tire_rotation,2025-04-04,133.21
340,44,brake_check,2025-04-10,147.05
341,21,brake_check,2025-04-09,192.64
342,21,oil_change,2025-04-11,187.47
343,49,brake_check,2025-04-10,81.22
344,34,tire_rotation,2025-04-13,71.21
345,27,brake_check,2025-04-05,181.58
346,39,oil_change,2025-04-10,31.94
347,45,tire_rotation,2025-04-05,177.87
348,36,brake_check,2025-04-03,188.42
349,40,tire_rotation,2025-04-10,72.26
350,25,brake_check,2025-04-04,80.2
351,18,brake_check,2025-04-08,69.99
352,43,tire_rotation,2025-04-13,76.06
353,38,brake_check,2025-04-10,171.79
354,12,brake_check,2025-04-03,139.39
355,12,tire_rotation,2025-04-07,147.53
356,41,oil_change,2025-04-13,75.42
357,28,oil_change,2025-04-01,110.29
358,27,oil_change,2025-04-06,195.12
359,5,tire_rotation,2025-04-14,151.09
360,30,oil_change,2025-04-03,94.18
361,23,brake_check,2025-04-17,177.18
362,28,oil_change,2025-04-07,156.71
363,23,oil_change,2025-04-08,58.65
364,25,oil_change,2025-04-10,162.56
365,19,brake_check,2025-04-10,193.52
366,24,tire_rotation,2025-04-06,98.29
367,1,oil_change,2025-04-13,166.39
368,16,brake_check,2025-04-03,123.85
369,25,tire_rotation,2025-04-14,139.39
370,40,brake_check,2025-04-10,132.15
371,34,oil_change,2025-04-11,179.56
372,37,tire_rotation,2025-04-09,41.98
373,29,tire_rotation,2025-04-06,36.74
374,45,oil_change,2025-04-14,43.66
375,3,oil_change,2025-04-17,88.25
376,34,brake_check,2025-04-14,149.19
377,4,brake_check,2025-04-14,52.11
378,12,tire_rotation,2025-04-15,44.26
379,10,tire_rotation,2025-04-08,78.89
380,32,oil_change,2025-04-03,121.89
381,44,brake_check,2025-04-17,129.95
382,29,oil_change,2025-04-10,102.09
383,25,brake_check,2025-04-03,162.09
384,50,oil_change,2025-04-11,160.49
385,29,oil_change,2025-04-14,53.62
386,11,oil_change,2025-04-09,152.7
387,27,brake_check,2025-04-10,75.89
388,29,oil_change,2025-04-09,149.58
389,42,oil_change,2025-04-07,156.79
390,50,tire_rotation,2025-04-01,91.81
391,25,tire_rotation,2025-04-02,147.47
392,40,oil_change,2025-04-16,120.64
393,48,brake_check,2025-04-16,159.96
394,32,brake_check,2025-04-15,36.68
395,38,tire_rotation,2025-04-02,62.48
396,26,brake_check,2025-04-05,187.11
397,17,tire_rotation,2025-04-11,129.1
398,2,brake_check,2025-04-07,32.0
399,41,tire_rotation,2025-04-17,115.85
400,49,brake_check,2025-04-06,103.5
401,33,oil_change,2025-04-11,81.12
402,23,tire_rotation,2025-04-05,114.73
403,32,oil_change,2025-04-07,106.42
404,23,oil_change,2025-04-06,161.07
405,31,tire_rotation,2025-04-11,83.15
406,39,oil_change,2025-04-03,101.03
407,32,brake_check,2025-04-10,198.88
408,26,oil_change,2025-04-15,163.99
409,5,brake_check,2025-04-06,60.41
410,39,oil_change,2025-04-06,178.32
411,37,oil_change,2025-04-16,153.27
412,8,brake_check,2025-04-11,111.15
413,36,brake_check,2025-04-04,118.07
414,7,brake_check,2025-04-10,45.48
415,9,brake_check,2025-04-03,164.72
416,8,brake_check,2025-04-01,80.9
417,32,oil_change,2025-04-02,74.17
418,47,brake_check,2025-04-13,147.65
419,4,brake_check,2025-04-16,84.55
420,8,tire_rotation,2025-04-03,133.39
421,8,tire_rotation,2025-04-03,42.89
422,43,brake_check,2025-04-05,96.36
423,6,oil_change,2025-04-09,173.88
424,26,oil_change,2025-04-04,57.58
425,21,brake_check,2025-04-02,121.77
426,11,brake_check,2025-04-06,176.95
427,47,brake_check,2025-04-01,135.16
428,27,brake_check,2025-04-01,126.42
429,44,tire_rotation,2025-04-02,63.42
430,12,tire_rotation,2025-04-06,149.81
431,47,brake_check,2025-04-08,41.21
432,11,oil_change,2025-04-07,71.24
433,29,tire_rotation,2025-04-12,158.72
434,19,tire_rotation,2025-04-03,70.98
435,11,oil_change,2025-04-05,151.61
436,43,brake_check,2025-04-10,181.72
437,21,oil_change,2025-04-14,43.63
438,28,oil_change,2025-04-13,150.09
439,29,brake_check,2025-04-12,94.36
440,47,tire_rotation,2025-04-13,144.23
441,3,tire_rotation,2025-04-02,101.83
442,6,oil_change,2025-04-15,164.28
443,8,oil_change,2025-04-09,147.49
444,29,tire_rotation,2025-04-05,48.81
445,43,tire_rotation,2025-04-12,45.28
446,6,brake_check,2025-04-09,126.92
447,5,brake_check,2025-04-16,111.24
448,2,oil_change,2025-04-17,196.26
449,45,tire_rotation,2025-04-06,82.72
450,10,oil_change,2025-04-17,114.36
451,37,tire_rotation,2025-04-17,143.44
452,33,brake_check,2025-04-12,35.7
453,9,brake_check,2025-04-03,110.54
454,21,oil_change,2025-04-16,55.53
455,3,oil_change,2025-04-05,33.07
456,41,brake_check,2025-04-05,111.95
457,3,oil_change,2025-04-08,84.36
458,9,oil_change,2025-04-12,62.18
459,28,oil_change,2025-04-06,50.98
460,24,tire_rotation,2025-04-12,127.56
461,40,oil_change,2025-04-16,195.72
462,32,tire_rotation,2025-04-03,74.77
463,42,tire_rotation,2025-04-03,122.36
464,23,oil_change,2025-04-05,164.52
465,9,tire_rotation,2025-04-05,62.39
466,33,oil_change,2025-04-09,30.97
467,20,oil_change,2025-04-16,38.7
468,40,oil_change,2025-04-15,95.08
469,40,oil_change,2025-04-10,184.32
470,12,tire_rotation,2025-04-01,160.3
471,16,tire_rotation,2025-04-06,81.49
472,49,oil_change,2025-04-06,93.39
473,31,brake_check,2025-04-04,135.29
474,25,brake_check,2025-04-02,73.25
475,30,tire_rotation,2025-04-08,149.27
476,29,tire_rotation,2025-04-07,160.26
477,2,brake_check,2025-04-07,82.41
478,19,brake_check,2025-04-03,191.52
479,26,oil_change,2025-04-03,65.78
480,27,oil_change,2025-04-11,85.92
481,19,oil_change,2025-04-06,47.87
482,43,tire_rotation,2025-04-17,53.28
483,1,tire_rotation,2025-04-09,92.56
484,16,brake_check,2025-04-01,95.21
485,21,brake_check,2025-04-04,59.4
486,30,brake_check,2025-04-11,139.84
487,23,brake_check,2025-04-16,127.56
488,25,brake_check,2025-04-13,115.17
489,13,oil_change,2025-04-13,126.12
490,24,brake_check,2025-04-14,30.86
491,39,oil_change,2025-04-15,124.02
492,25,brake_check,2025-04-01,84.09
493,41,oil_change,2025-04-11,67.87
494,29,tire_rotation,2025-04-05,106.59
495,47,brake_check,2025-04-02,196.61
496,13,tire_rotation,2025-04-07,190.69
497,19,oil_change,2025-04-17,148.01
498,33,oil_change,2025-04-17,154.44
499,40,oil_change,2025-04-04,160.32
500,3,oil_change,2025-04-03,190.22
501,8,brake_check,2025-04-03,175.61
502,19,oil_change,2025-04-15,34.71
503,49,tire_rotation,2025-04-15,47.76
504,26,oil_change,2025-04-02,34.68
505,19,brake_check,2025-04-07,190.58
506,44,oil_change,2025-04-07,157.31
507,29,oil_change,2025-04-06,55.19
508,11,oil_change,2025-04-08,80.44
509,7,brake_check,2025-04-17,34.2
510,16,oil_change,2025-04-01,161.79
511,11,tire_rotation,2025-04-11,99.79
512,13,brake_check,2025-04-17,194.14
513,29,oil_change,2025-04-04,193.2
514,50,brake_check,2025-04-10,45.13
515,2,oil_change,2025-04-07,68.76
516,33,oil_change,2025-04-05,106.78
517,21,brake_check,2025-04-10,119.82
518,33,tire_rotation,2025-04-05,106.13
519,19,brake_check,2025-04-15,33.92
520,46,brake_check,2025-04-15,103.87
521,8,oil_change,2025-04-07,145.94
522,49,oil_change,2025-04-08,64.22
523,13,brake_check,2025-04-05,170.98
524,8,oil_change,2025-04-05,89.92
525,26,oil_change,2025-04-05,43.24
526,46,brake_check,2025-04-15,149.83
527,49,brake_check,2025-04-02,138.24
528,44,brake_check,2025-04-17,150.58
529,21,brake_check,2025-04-02,175.71
530,23,oil_change,2025-04-08,121.54
531,17,brake_check,2025-04-10,151.84
532,20,tire_rotation,2025-04-04,157.54
533,9,tire_rotation,2025-04-12,83.31
534,30,oil_change,2025-04-13,194.72
535,47,oil_change,2025-04-10,86.3
536,4,brake_check,2025-04-15,83.01
537,48,brake_check,2025-04-04,79.16
538,40,tire_rotation,2025-04-01,169.24
539,12,brake_check,2025-04-13,177.65
540,33,tire_rotation,2025-04-14,98.63
541,13,brake_check,2025-04-17,73.06
542,19,brake_check,2025-04-13,33.25
543,47,tire_rotation,2025-04-10,99.55
544,10,brake_check,2025-04-04,120.64
545,7,oil_change,2025-04-11,177.96
546,50,oil_change,2025-04-04,57.85
547,49,tire_rotation,2025-04-05,145.19
548,24,tire_rotation,2025-04-01,153.7
549,49,tire_rotation,2025-04-11,195.36
550,46,brake_check,2025-04-17,96.7
551,8,brake_check,2025-04-07,69.69
552,14,oil_change,2025-04-06,152.12
553,21,tire_rotation,2025-04-10,119.74
554,50,tire_rotation,2025-04-07,128.07
555,44,tire_rotation,2025-04-03,41.9
556,48,brake_check,2025-04-02,116.97
557,30,brake_check,2025-04-04,129.95
558,18,tire_rotation,2025-04-06,176.69
559,17,oil_change,2025-04-15,118.32
560,45,tire_rotation,2025-04-07,115.81
561,20,brake_check,2025-04-13,106.68
562,29,brake_check,2025-04-11,67.56
563,1,tire_rotation,2025-04-16,159.44
564,5,tire_rotation,2025-04-15,101.63
565,49,tire_rotation,2025-04-14,153.93
566,39,tire_rotation,2025-04-15,56.63
567,15,tire_rotation,2025-04-13,125.1
568,43,oil_change,2025-04-09,92.38
569,3,brake_check,2025-04-17,80.77
570,16,tire_rotation,2025-04-05,46.47
571,25,tire_rotation,2025-04-08,198.7
572,21,brake_check,2025-04-13,161.75
573,4,brake_check,2025-04-02,42.72
574,33,oil_change,2025-04-06,152.6
575,37,oil_change,2025-04-13,79.58
576,46,tire_rotation,2025-04-12,142.59
577,23,brake_check,2025-04-08,137.26
578,27,brake_check,2025-04-02,73.76
579,44,tire_rotation,2025-04-06,60.61
580,8,oil_change,2025-04-11,161.76
581,7,tire_rotation,2025-04-07,87.79
582,32,oil_change,2025-04-16,155.89
583,7,tire_rotation,2025-04-02,154.11
584,6,brake_check,2025-04-01,75.41
585,40,tire_rotation,2025-04-14,168.58
586,43,tire_rotation,2025-04-16,91.16
587,50,brake_check,2025-04-02,158.37
588,3,brake_check,2025-04-05,199.81
589,44,brake_check,2025-04-04,62.63
590,30,brake_check,2025-04-15,187.51
591,5,oil_change,2025-04-17,151.05
592,16,tire_rotation,2025-04-09,186.67
593,31,brake_check,2025-04-09,93.45
594,45,tire_rotation,2025-04-14,103.7
595,21,oil_change,2025-04-15,173.52
596,10,tire_rotation,2025-04-14,130.75
597,26,brake_check,2025-04-12,180.88
598,38,oil_change,2025-04-01,126.57
599,6,tire_rotation,2025-04-03,38.13
600,21,tire_rotation,2025-04-16,116.29
601,41,oil_change,2025-04-05,32.07
602,45,oil_change,2025-04-09,162.82
603,22,oil_change,2025-04-08,61.09
604,20,tire_rotation,2025-04-16,115.16
605,4,brake_check,2025-04-15,82.8
606,46,brake_check,2025-04-10,32.01
607,19,tire_rotation,2025-04-15,69.63
608,35,oil_change,2025-04-12,101.9
609,47,tire_rotation,2025-04-14,152.89
610,49,oil_change,2025-04-01,166.03
611,34,tire_rotation,2025-04-01,118.91
612,20,oil_change,2025-04-08,170.68
613,42,oil_change,2025-04-17,172.29
614,32,brake_check,2025-04-08,59.27
615,43,brake_check,2025-04-10,138.16
616,50,brake_check,2025-04-12,55.07
617,1,brake_check,2025-04-11,174.11
618,14,oil_change,2025-04-11,42.09
619,34,brake_check,2025-04-04,168.12
620,17,brake_check,2025-04-07,191.86
621,17,brake_check,2025-04-13,52.05
622,49,oil_change,2025-04-14,121.93
623,2,oil_change,2025-04-15,158.21
624,14,tire_rotation,2025-04-11,173.13
625,48,tire_rotation,2025-04-13,81.96
626,32,brake_check,2025-04-08,199.05
627,19,oil_change,2025-04-13,102.0
628,29,brake_check,2025-04-16,145.46
629,47,oil_change,2025-04-06,35.01
630,3,oil_change,2025-04-09,136.6
631,7,oil_change,2025-04-08,166.41
632,38,tire_rotation,2025-04-08,81.77
633,14,brake_check,2025-04-12,45.69
634,40,oil_change,2025-04-11,51.29
635,37,oil_change,2025-04-14,152.85
636,31,tire_rotation,2025-04-15,64.43
637,30,tire_rotation,2025-04-07,161.91
638,35,brake_check,2025-04-10,93.2
639,33,brake_check,2025-04-05,87.71
640,48,tire_rotation,2025-04-13,120.37
641,6,tire_rotation,2025-04-17,97.23
642,39,brake_check,2025-04-09,167.44
643,5,tire_rotation,2025-04-14,104.76
644,25,tire_rotation,2025-04-16,31.07
645,11,oil_change,2025-04-10,112.69
646,35,oil_change,2025-04-10,38.64
647,27,oil_change,2025-04-15,108.56
648,3,brake_check,2025-04-04,136.75
649,3,tire_rotation,2025-04-04,83.16
650,35,brake_check,2025-04-17,159.55
651,38,tire_rotation,2025-04-16,149.84
652,5,oil_change,2025-04-06,100.45
653,16,tire_rotation,2025-04-13,38.84
654,15,oil_change,2025-04-15,36.21
655,22,tire_rotation,2025-04-12,101.43
656,47,brake_check,2025-04-11,166.54
657,18,tire_rotation,2025-04-10,123.45
658,5,oil_change,2025-04-08,31.45
659,34,oil_change,2025-04-17,72.43
660,41,tire_rotation,2025-04-14,140.9
661,42,oil_change,2025-04-08,96.25
662,25,tire_rotation,2025-04-17,150.46
663,46,tire_rotation,2025-04-03,49.37
664,33,brake_check,2025-04-16,162.29
665,5,oil_change,2025-04-06,193.77
666,35,tire_rotation,2025-04-01,180.73
667,4,oil_change,2025-04-03,33.14
668,2,brake_check,2025-04-03,97.2
669,37,brake_check,2025-04-07,106.22
670,18,brake_check,2025-04-06,59.13
671,23,oil_change,2025-04-02,33.43
672,5,tire_rotation,2025-04-13,95.77
673,29,brake_check,2025-04-14,188.37
674,20,tire_rotation,2025-04-15,144.33
675,16,oil_change,2025-04-11,129.39
