update_id,battery_id,vehicle_id,charge_level_before,charge_level_after,timestamp
105,35,35,87.3,92.94030611670543,2025-04-02 20:19:07
106,10,10,46.11,49.196639579778264,2025-04-09 05:51:24
107,23,23,26.67,32.428092741260045,2025-04-14 15:58:02
108,8,8,56.65,58.40714048226418,2025-04-02 00:40:21
109,27,27,30.48,37.64825724460945,2025-04-06 21:39:51
110,29,29,67.05,68.37842765337889,2025-04-06 10:23:35
111,27,27,81.3,89.03863949066294,2025-04-05 07:23:18
112,41,41,29.54,38.061418861074145,2025-04-13 08:50:28
113,2,2,55.73,62.328691273034956,2025-04-06 01:45:30
114,4,4,38.98,48.13629633321071,2025-04-13 07:57:21
115,16,16,76.63,80.15236980921324,2025-04-03 16:48:57
116,29,29,33.17,34.36053262962492,2025-04-17 09:28:15
117,8,8,80.69,83.53734170266121,2025-04-02 17:01:55
118,46,46,63.02,72.7582062773124,2025-04-03 13:12:04
119,16,16,47.07,53.18049634257448,2025-04-02 09:00:51
120,23,23,70.72,79.75963842965173,2025-04-01 02:56:38
121,9,9,70.25,75.91869769098126,2025-04-16 14:15:59
122,14,14,22.12,31.99494407697936,2025-04-07 19:09:50
123,31,31,32.06,33.4210246554213,2025-04-02 01:46:27
124,2,2,62.23,69.31254820409828,2025-04-13 16:52:44
125,31,31,60.72,62.30855053713983,2025-04-10 17:36:21
126,33,33,44.51,51.406478288441384,2025-04-04 05:12:50
127,41,41,60.69,65.82439718770826,2025-04-10 11:12:59
128,13,13,72.85,77.31595439704323,2025-04-06 08:16:28
129,15,15,12.8,14.317003640926778,2025-04-14 14:31:29
130,22,22,50.62,56.72688213850532,2025-04-03 18:27:21
131,29,29,44.29,54.20187251800525,2025-04-04 19:35:38
132,39,39,64.69,74.00220419316946,2025-04-07 07:49:20
133,4,4,55.74,62.38554281172681,2025-04-09 08:16:43
134,15,15,21.1,30.97467815365456,2025-04-03 19:08:30
135,35,35,56.34,59.39923847251933,2025-04-08 23:46:38
136,34,34,54.6,60.78067476491724,2025-04-03 05:06:33
137,27,27,34.31,39.703689373326895,2025-04-10 19:41:00
138,3,3,62.7,66.5968860865825,2025-04-01 19:29:18
139,8,8,66.82,72.41560119226571,2025-04-15 22:24:30
140,30,30,54.43,57.73284996894216,2025-04-16 19:21:26
141,1,1,71.86,75.76358396160762,2025-04-08 05:37:41
142,11,11,74.04,79.04349977598585,2025-04-15 05:03:13
143,3,3,49.54,56.629521687378485,2025-04-10 05:01:16
144,16,16,39.39,46.334595128623775,2025-04-16 11:21:38
145,17,17,24.8,32.50131552822793,2025-04-01 13:36:18
146,16,16,76.87,84.93541145803464,2025-04-13 20:56:55
147,10,10,38.95,47.263423937515164,2025-04-05 21:11:45
148,40,40,73.67,77.73512792319849,2025-04-12 18:56:09
149,12,12,88.07,95.66658653120149,2025-04-15 04:22:13
150,44,44,62.78,65.38508920894797,2025-04-02 11:26:02
151,25,25,43.83,52.253924030454144,2025-04-10 14:27:54
152,7,7,11.66,13.348068624503211,2025-04-05 19:49:56
153,1,1,83.54,91.6261209200459,2025-04-16 15:02:43
154,24,24,46.09,51.145425936841455,2025-04-12 15:22:58
155,43,43,51.09,59.75592442660813,2025-04-01 13:48:30
156,49,49,62.29,63.87024355066668,2025-04-10 23:33:20
157,37,37,66.02,71.98198941733125,2025-04-02 19:20:49
158,50,50,50.0,53.68853565302569,2025-04-17 08:49:29
159,22,22,50.85,56.46414754024066,2025-04-13 09:51:16
160,1,1,57.58,65.80192653848161,2025-04-02 11:03:23
161,4,4,26.54,34.38063444865658,2025-04-02 22:13:33
162,32,32,76.15,79.47764175001424,2025-04-16 01:38:59
163,24,24,75.71,85.3369479925213,2025-04-10 22:58:40
164,33,33,43.1,49.002726231137174,2025-04-10 06:51:34
165,25,25,51.91,56.8311247964259,2025-04-06 02:20:58
166,11,11,35.39,39.59505425891991,2025-04-13 23:30:49
167,33,33,26.44,30.354325506512037,2025-04-15 19:38:56
168,45,45,76.03,77.87539063390054,2025-04-14 11:37:43
169,41,41,45.7,54.64305219766569,2025-04-15 21:47:51
170,27,27,61.22,68.99068938399647,2025-04-13 18:07:35
171,2,2,10.19,20.035132357687857,2025-04-14 13:23:53
172,50,50,16.66,20.57512272012426,2025-04-01 11:56:07
173,41,41,38.05,44.54656387835843,2025-04-10 19:48:57
174,1,1,73.81,75.86070482720483,2025-04-11 03:20:49
175,19,19,10.68,18.850157079391014,2025-04-01 19:53:33
176,22,22,73.89,78.95095073345462,2025-04-13 13:27:11
177,7,7,78.94,83.27844569795647,2025-04-15 19:59:46
178,17,17,24.23,27.879685890200047,2025-04-16 11:39:07
179,23,23,50.41,54.934359509482285,2025-04-17 04:01:55
180,16,16,29.49,35.68984588840989,2025-04-17 05:02:53
181,29,29,75.89,82.01435863393802,2025-04-08 00:05:49
182,45,45,45.08,53.327705401283396,2025-04-17 10:38:25
183,11,11,14.87,17.8706215039341,2025-04-02 17:29:37
184,32,32,84.24,88.94375302292455,2025-04-07 09:21:04
185,7,7,31.74,34.1495347588625,2025-04-16 10:31:40
186,30,30,47.39,56.290067638217806,2025-04-11 06:49:39
187,33,33,52.96,61.31457714118957,2025-04-07 20:37:52
188,22,22,24.79,26.842134735729207,2025-04-11 08:47:28
189,12,12,44.06,53.89897596716573,2025-04-01 22:27:49
190,38,38,56.72,59.94632173532236,2025-04-09 13:03:19
191,29,29,13.9,22.51626307067756,2025-04-17 04:22:21
192,6,6,26.82,34.07452888421211,2025-04-12 16:48:52
193,47,47,56.3,62.47089376736656,2025-04-05 05:53:32
194,27,27,39.1,45.82348285245212,2025-04-17 11:12:16
195,11,11,20.52,22.001351507184317,2025-04-10 05:29:28
196,11,11,68.11,72.54267520018827,2025-04-17 06:46:37
197,39,39,87.2,91.51371279093136,2025-04-14 02:59:48
198,11,11,61.66,62.9414400151285,2025-04-15 08:38:14
199,43,43,66.5,73.26184918463036,2025-04-17 04:53:14
200,10,10,72.43,78.65324747822383,2025-04-02 06:55:57
201,47,47,15.88,20.747748524836425,2025-04-06 05:47:57
202,37,37,20.71,23.58582685800902,2025-04-04 09:09:30
203,8,8,78.43,84.8115087679532,2025-04-07 01:26:21
204,9,9,79.04,82.21330168676533,2025-04-16 00:40:46
205,41,41,77.8,84.36141090970854,2025-04-16 03:55:42
206,4,4,57.69,62.07368809048529,2025-04-09 00:40:06
207,16,16,24.17,27.819762840330334,2025-04-08 02:27:39
208,37,37,28.36,35.89467360550723,2025-04-09 07:56:17
209,19,19,46.8,53.90239319332586,2025-04-08 06:13:00
210,37,37,25.74,31.252027904209886,2025-04-07 06:42:18
211,37,37,13.7,21.595928248932893,2025-04-16 11:20:10
212,33,33,21.67,28.06423259035668,2025-04-01 17:57:22
213,13,13,49.98,55.254781065425774,2025-04-13 10:09:03
214,34,34,84.48,93.17230625431186,2025-04-05 06:56:18
215,21,21,10.16,16.483957966462594,2025-04-16 04:28:19
216,23,23,21.26,22.628550292082245,2025-04-13 14:31:31
217,36,36,81.02,88.05349774940892,2025-04-10 07:54:54
218,25,25,79.27,81.8960324932856,2025-04-06 14:40:55
219,35,35,17.11,22.20582459609828,2025-04-04 17:36:06
220,17,17,58.81,61.224756002175226,2025-04-09 03:24:31
221,5,5,21.36,28.883663566020466,2025-04-13 08:38:10
222,42,42,43.14,46.11126548600534,2025-04-16 13:31:48
223,40,40,87.53,89.70142859817652,2025-04-11 07:31:39
224,7,7,86.34,88.59352685550745,2025-04-17 11:34:08
225,11,11,30.63,36.56955457334216,2025-04-06 01:12:27
226,32,32,35.22,45.04897130378428,2025-04-10 04:44:42
227,3,3,31.68,36.683416080396015,2025-04-16 12:14:49
228,47,47,86.88,93.55905113407864,2025-04-17 22:32:23
229,7,7,37.46,40.950676509115425,2025-04-17 04:08:15
230,36,36,24.76,27.192152567177313,2025-04-09 18:19:37
231,34,34,62.99,68.57017662442746,2025-04-01 02:21:30
232,28,28,53.49,54.82563357317558,2025-04-10 21:58:46
233,29,29,15.55,22.903312498185414,2025-04-07 02:55:00
234,50,50,49.96,55.41555911787952,2025-04-03 11:03:26
235,47,47,59.36,66.48940819237292,2025-04-15 00:43:07
236,41,41,87.2,90.64437340981345,2025-04-06 09:53:40
237,50,50,18.43,19.57292323561813,2025-04-12 21:23:48
238,39,39,44.63,53.79734239903507,2025-04-05 06:37:33
239,3,3,63.24,72.05185417798393,2025-04-16 00:48:35
240,1,1,51.81,54.21065553776348,2025-04-07 11:35:48
241,27,27,25.99,32.75672849293017,2025-04-17 13:47:06
242,36,36,49.0,53.585947149194524,2025-04-03 04:43:52
243,16,16,51.4,58.11604630233844,2025-04-02 01:33:02
244,9,9,85.63,88.53882800506962,2025-04-03 06:12:11
245,27,27,23.93,26.405100473441028,2025-04-14 04:19:23
246,18,18,36.34,46.28755591146375,2025-04-05 11:04:44
247,4,4,40.73,45.198747751715835,2025-04-05 19:07:25
248,37,37,47.45,55.839936993352424,2025-04-14 03:36:00
249,30,30,51.07,60.67002153782889,2025-04-04 19:04:56
250,23,23,22.31,32.04103556286637,2025-04-17 18:57:21
251,50,50,76.9,86.20409294579281,2025-04-04 15:25:04
252,19,19,44.12,51.161912889014275,2025-04-05 16:52:47
253,39,39,40.88,46.144362254798324,2025-04-17 10:46:43
254,14,14,29.17,30.96825203253531,2025-04-01 06:02:50
255,15,15,15.51,18.457794328937748,2025-04-11 08:31:26
256,21,21,13.23,14.657323310941928,2025-04-09 15:15:11
257,19,19,77.69,79.19875552355461,2025-04-16 00:45:01
258,38,38,44.84,50.548022572029545,2025-04-02 16:36:08
259,22,22,44.74,52.55196365429682,2025-04-07 18:09:50
260,12,12,42.41,43.550559543176334,2025-04-16 15:18:08
261,31,31,21.3,24.211361835742792,2025-04-09 07:57:37
262,2,2,38.6,46.16582429820472,2025-04-11 09:41:09
263,34,34,50.13,58.870679783957264,2025-04-02 07:49:40
264,15,15,32.71,35.98718757494644,2025-04-02 05:23:42
265,34,34,38.78,43.88807783536147,2025-04-06 04:49:04
266,37,37,16.94,20.734770197987327,2025-04-04 02:04:58
267,50,50,28.16,29.955165148826303,2025-04-14 06:46:58
268,11,11,56.54,61.305365602589696,2025-04-15 11:59:51
269,47,47,77.77,80.78807659270214,2025-04-01 22:19:26
270,45,45,77.48,82.10020950941677,2025-04-14 03:02:00
271,1,1,38.29,45.394852008119344,2025-04-10 08:29:43
272,2,2,28.88,32.479424892044165,2025-04-08 23:13:14
273,37,37,22.45,27.73175036272802,2025-04-04 10:15:54
274,15,15,84.3,91.59132811426517,2025-04-04 03:07:40
275,26,26,33.56,41.27883881996542,2025-04-04 10:33:01
276,11,11,55.43,63.68130594752269,2025-04-13 17:44:50
277,34,34,14.65,18.708373932898752,2025-04-04 12:13:25
278,14,14,59.67,62.12181682043455,2025-04-14 16:38:32
279,1,1,62.11,65.38111129168706,2025-04-15 22:50:59
280,47,47,17.4,26.879609870203616,2025-04-08 09:40:33
281,38,38,18.65,20.004793832039326,2025-04-16 07:49:39
282,29,29,20.76,26.550505159418414,2025-04-02 08:08:51
283,34,34,21.33,27.59258666475363,2025-04-01 00:58:51
284,44,44,17.33,27.04747975900884,2025-04-02 04:09:20
285,3,3,17.86,24.661896801274395,2025-04-14 03:11:24
286,20,20,12.22,16.001588283420045,2025-04-08 10:25:09
287,27,27,20.44,30.36119799137105,2025-04-12 08:04:42
288,17,17,15.49,24.873035041131825,2025-04-06 14:55:11
289,3,3,39.12,43.81484001027146,2025-04-13 15:46:17
290,49,49,54.23,55.835709869265344,2025-04-08 12:35:20
291,11,11,84.02,85.31778932837905,2025-04-13 00:35:36
292,9,9,19.54,23.978383554169604,2025-04-04 15:21:40
293,45,45,51.28,58.43308172666693,2025-04-12 13:59:14
294,21,21,32.38,40.59393169664608,2025-04-08 08:11:23
295,46,46,19.45,27.555321563870777,2025-04-17 18:55:22
296,45,45,28.26,30.24768710223281,2025-04-15 06:38:18
297,33,33,54.53,57.88915657176595,2025-04-12 21:48:35
298,31,31,89.25,93.76356456730633,2025-04-11 03:48:33
299,30,30,17.7,18.91216466875106,2025-04-08 20:11:45
300,7,7,58.76,64.63262187617332,2025-04-04 19:25:08
301,31,31,80.65,82.85304189622993,2025-04-12 01:07:12
302,12,12,16.85,20.533296840509486,2025-04-05 09:23:53
303,35,35,89.76,99.33589978959606,2025-04-07 08:52:28
304,39,39,12.97,18.095734755917924,2025-04-14 04:38:00
305,5,5,88.95,97.96897055931765,2025-04-09 08:01:47
306,33,33,14.37,23.751269967386108,2025-04-13 04:11:38
307,49,49,39.66,45.20747111595813,2025-04-01 12:11:44
308,50,50,26.29,30.792218636698404,2025-04-07 09:38:14
309,22,22,39.88,44.53062636380704,2025-04-16 23:07:50
310,37,37,76.84,82.92850560049521,2025-04-13 05:09:58
311,2,2,76.55,77.67108939436754,2025-04-05 16:09:01
312,25,25,30.77,35.42668368802063,2025-04-10 09:04:07
313,13,13,79.04,80.98113751482813,2025-04-05 04:22:32
314,48,48,41.94,46.64295999044101,2025-04-15 04:11:17
315,32,32,71.51,81.3750767219583,2025-04-06 03:00:43
316,26,26,33.7,38.94904231960131,2025-04-01 19:57:36
317,22,22,21.12,24.297403251331083,2025-04-07 12:43:13
318,38,38,85.02,88.47177869415715,2025-04-01 14:42:01
319,15,15,44.51,50.6586311262547,2025-04-05 10:30:24
320,30,30,42.26,50.9455202892253,2025-04-12 19:37:51
321,50,50,39.13,48.22200203955635,2025-04-12 21:47:34
322,38,38,62.19,71.08971366244215,2025-04-07 23:37:59
323,19,19,71.65,77.90004227784165,2025-04-12 08:25:02
324,50,50,12.51,15.764450086704878,2025-04-10 05:42:55
325,22,22,16.82,25.321631632071664,2025-04-17 22:59:18
326,2,2,77.8,86.26437119605009,2025-04-05 15:19:57
327,23,23,10.38,13.05249968581668,2025-04-15 10:32:33
328,42,42,21.93,25.01103062897156,2025-04-16 21:36:11
329,32,32,15.39,18.549172546693534,2025-04-02 21:20:50
330,43,43,58.6,64.96634602409603,2025-04-14 16:33:53
331,5,5,35.44,40.68968800953463,2025-04-06 18:48:10
332,28,28,83.64,91.69723863981781,2025-04-10 21:24:58
333,11,11,22.12,32.05283979785219,2025-04-05 10:49:17
334,45,45,67.87,71.25789815949493,2025-04-02 18:59:16
335,3,3,21.12,26.96668327580044,2025-04-02 07:27:17
336,45,45,60.17,66.5092502188824,2025-04-02 15:00:52
337,29,29,87.83,88.9664845048807,2025-04-07 15:15:48
338,4,4,62.87,69.98859255155989,2025-04-09 17:03:29
339,25,25,76.79,80.60089657531911,2025-04-05 04:55:54
340,22,22,17.5,27.124972034936135,2025-04-13 07:49:51
341,17,17,27.82,29.553455478905107,2025-04-05 15:10:36
342,36,36,60.16,70.12589973126933,2025-04-01 04:06:58
343,50,50,46.71,53.492019604973066,2025-04-07 01:47:30
344,21,21,36.25,44.63251194532744,2025-04-12 02:06:38
345,42,42,76.77,78.7456221706701,2025-04-15 17:39:37
346,49,49,87.77,91.55834489730229,2025-04-03 12:31:34
347,14,14,35.66,43.28905448239859,2025-04-14 04:14:16
348,6,6,47.49,56.01310017413952,2025-04-10 00:22:37
349,11,11,50.2,52.706145404550035,2025-04-10 08:28:20
350,3,3,44.87,46.82904494786973,2025-04-10 13:24:20
351,31,31,36.63,45.65499028965503,2025-04-06 04:32:33
352,25,25,10.64,17.327606554674027,2025-04-04 00:49:11
353,22,22,89.99,91.13969974748107,2025-04-09 22:09:32
354,34,34,50.86,56.884853889475934,2025-04-16 23:50:56
355,1,1,51.47,56.11546861309642,2025-04-05 04:30:11
356,50,50,36.98,42.79566579371686,2025-04-04 04:08:26
357,4,4,53.34,62.944579476513745,2025-04-10 17:25:12
358,40,40,66.39,70.09535956559769,2025-04-13 11:38:18
359,23,23,66.42,68.22448959000198,2025-04-17 16:38:09
360,22,22,39.92,41.18105498571189,2025-04-06 10:59:18
361,34,34,69.85,72.61469915936613,2025-04-15 03:04:40
362,46,46,58.87,65.69552684401563,2025-04-04 06:01:00
363,5,5,52.88,62.198155745529775,2025-04-07 12:06:36
364,43,43,24.15,26.670965604900733,2025-04-09 22:13:27
365,37,37,25.69,34.07394281922026,2025-04-14 04:17:58
366,25,25,37.99,45.27986361471876,2025-04-15 03:56:01
367,25,25,33.68,38.7839650666481,2025-04-12 17:55:54
368,5,5,29.08,31.46899075561771,2025-04-09 22:56:13
369,48,48,20.85,22.4309867004351,2025-04-02 20:29:46
370,46,46,23.24,30.540830825465846,2025-04-05 16:46:56
371,26,26,12.29,18.277665070288414,2025-04-10 09:45:12
372,32,32,18.79,27.24124106266205,2025-04-16 18:10:07
373,26,26,40.17,41.39209938536727,2025-04-02 05:14:57
374,6,6,65.5,69.31853268166776,2025-04-12 01:16:38
375,8,8,36.19,41.25126865186205,2025-04-01 12:37:59
376,38,38,74.38,77.44084338885983,2025-04-11 02:21:00
377,34,34,72.92,80.87690590033473,2025-04-08 09:55:52
378,47,47,54.12,62.220427362231504,2025-04-01 23:20:32
379,38,38,89.22,96.7376011312517,2025-04-08 12:02:34
380,41,41,72.14,78.95475286018115,2025-04-11 05:41:17
381,42,42,61.2,69.13374724831297,2025-04-11 11:20:58
382,1,1,69.28,72.16710558614318,2025-04-07 18:55:35
383,3,3,54.52,62.96833903235064,2025-04-13 01:39:23
384,18,18,22.36,25.04990358116343,2025-04-09 02:19:58
385,24,24,23.6,31.44802712769607,2025-04-04 02:25:56
386,50,50,12.73,19.064943583813886,2025-04-15 16:40:39
387,21,21,29.18,34.6575707505939,2025-04-02 03:15:20
388,18,18,23.77,31.166888816944557,2025-04-03 21:45:00
389,35,35,11.91,13.17034982719155,2025-04-08 06:44:58
390,29,29,39.39,41.4297311721297,2025-04-02 02:30:04
391,8,8,17.95,24.02338430025078,2025-04-11 20:08:45
392,14,14,12.9,20.36630223887761,2025-04-08 11:29:08
393,50,50,82.93,92.64605921463586,2025-04-12 08:40:42
394,1,1,18.84,27.30479659924511,2025-04-08 15:08:28
395,13,13,15.28,20.30269264531599,2025-04-17 06:54:23
396,17,17,61.65,71.59355357677335,2025-04-16 03:10:20
397,20,20,49.77,55.453740673632424,2025-04-11 20:26:41
398,34,34,31.3,40.14228693851014,2025-04-06 17:16:37
399,31,31,45.65,52.133032393304745,2025-04-07 04:50:55
400,22,22,62.65,66.47880027599197,2025-04-14 12:18:24
401,23,23,81.15,86.17121068744994,2025-04-02 10:39:23
402,18,18,62.23,66.82405473326158,2025-04-05 01:26:15
403,27,27,81.96,88.20705503727103,2025-04-12 05:54:54
404,22,22,68.43,76.77486034719986,2025-04-09 22:38:24
405,3,3,45.94,54.3053870888538,2025-04-12 15:34:56
406,38,38,19.07,22.701053469960378,2025-04-05 17:52:09
407,5,5,38.25,45.89310126611154,2025-04-04 10:44:16
408,26,26,40.22,44.74685776237311,2025-04-05 11:46:15
409,47,47,44.15,46.59809546477872,2025-04-11 06:04:27
410,38,38,15.17,22.498721161475483,2025-04-08 09:44:15
411,24,24,22.85,26.622414526996543,2025-04-02 13:20:11
412,41,41,84.3,85.49422522444381,2025-04-07 01:06:49
413,2,2,14.4,21.687017851702183,2025-04-04 13:26:05
414,7,7,87.57,92.13909178742034,2025-04-04 14:15:36
415,31,31,38.19,42.08546450653636,2025-04-04 02:37:19
416,26,26,24.43,33.9795439096649,2025-04-03 00:02:24
417,31,31,59.31,68.5389607150258,2025-04-08 06:07:42
418,50,50,45.56,52.838730444002465,2025-04-07 21:47:43
419,23,23,14.27,17.88519420459669,2025-04-16 23:28:10
420,1,1,19.17,26.00931842321361,2025-04-12 12:30:01
421,4,4,11.92,15.070598261744614,2025-04-12 01:52:38
422,36,36,15.29,16.80290027671583,2025-04-07 15:59:44
423,37,37,16.64,21.31933839772248,2025-04-13 18:29:20
424,48,48,86.65,96.09965647152356,2025-04-04 16:00:00
425,34,34,25.5,34.49261787500898,2025-04-16 10:42:35
426,19,19,40.77,48.667596650632575,2025-04-15 05:00:36
427,21,21,62.35,66.20831240858516,2025-04-03 20:04:23
428,17,17,17.02,24.06250221829356,2025-04-13 16:41:41
429,15,15,30.65,36.958543570571095,2025-04-10 21:45:38
430,47,47,51.38,56.055965548464904,2025-04-16 05:35:09
431,31,31,39.38,46.03144920408756,2025-04-17 23:42:11
432,7,7,60.12,66.85791522595362,2025-04-02 04:02:44
433,20,20,49.24,51.65006803131376,2025-04-12 01:47:29
434,2,2,70.32,74.64842894491791,2025-04-01 03:02:25
435,5,5,13.87,20.58035088913867,2025-04-14 00:54:07
436,30,30,38.04,42.10986569332653,2025-04-04 04:27:42
437,23,23,85.78,92.22727555430359,2025-04-15 04:17:49
438,44,44,22.8,31.04033847129969,2025-04-17 14:04:22
439,39,39,30.98,40.71619246587119,2025-04-05 05:46:02
440,6,6,27.26,29.90607442830082,2025-04-13 00:31:24
441,32,32,11.26,18.8693178867029,2025-04-04 21:07:10
442,45,45,62.44,64.65214732819008,2025-04-16 20:50:52
443,28,28,30.77,39.13801608833087,2025-04-12 16:23:37
444,23,23,26.18,33.468709019522144,2025-04-02 06:29:19
445,42,42,74.59,80.42726575659466,2025-04-17 01:13:28
446,9,9,51.35,61.11637152287125,2025-04-06 01:23:14
447,17,17,50.61,59.80974539569225,2025-04-01 02:23:43
448,22,22,64.62,71.86893203948415,2025-04-12 21:36:36
449,11,11,57.35,59.32795860244126,2025-04-08 11:04:20
