alert_id,vehicle_id,issue,severity,timestamp
121,50,engine check,medium,2025-04-06 22:31:18
122,15,battery fault,low,2025-04-04 05:28:37
123,21,battery fault,high,2025-04-02 16:05:02
124,18,engine check,medium,2025-04-17 18:23:50
125,46,battery fault,high,2025-04-01 23:18:19
126,11,low tire pressure,low,2025-04-05 00:10:44
127,49,battery fault,low,2025-04-01 09:02:00
128,22,low tire pressure,high,2025-04-10 08:08:58
129,45,battery fault,medium,2025-04-04 23:09:27
130,26,battery fault,low,2025-04-14 16:29:30
131,30,battery fault,low,2025-04-06 09:27:05
132,44,engine check,high,2025-04-11 03:09:00
133,36,engine check,low,2025-04-01 09:10:25
134,35,battery fault,low,2025-04-15 20:22:07
135,49,engine check,medium,2025-04-17 10:57:14
136,43,battery fault,low,2025-04-13 07:12:01
137,29,engine check,low,2025-04-07 20:05:48
138,44,engine check,low,2025-04-02 14:21:22
139,41,engine check,medium,2025-04-15 16:57:20
140,39,engine check,high,2025-04-16 12:59:49
141,20,engine check,medium,2025-04-16 19:26:16
142,42,battery fault,high,2025-04-09 22:33:50
143,10,battery fault,high,2025-04-02 12:43:20
144,11,engine check,medium,2025-04-15 12:17:46
145,40,low tire pressure,low,2025-04-05 01:12:54
146,24,low tire pressure,low,2025-04-17 23:25:34
147,1,low tire pressure,medium,2025-04-05 04:41:58
148,17,engine check,high,2025-04-15 23:00:39
149,17,low tire pressure,medium,2025-04-09 22:10:46
150,28,engine check,low,2025-04-01 14:23:41
151,23,engine check,high,2025-04-08 06:17:15
152,20,low tire pressure,high,2025-04-03 02:14:47
153,38,engine check,medium,2025-04-13 01:21:27
154,30,low tire pressure,medium,2025-04-06 07:43:18
155,7,engine check,high,2025-04-10 00:07:26
156,42,engine check,high,2025-04-04 22:57:41
157,26,engine check,medium,2025-04-07 11:36:37
158,11,engine check,high,2025-04-03 08:41:49
159,7,battery fault,low,2025-04-06 23:18:46
160,21,engine check,high,2025-04-01 18:40:13
161,13,battery fault,high,2025-04-03 13:43:47
162,47,low tire pressure,low,2025-04-14 19:18:02
163,1,battery fault,medium,2025-04-09 18:49:04
164,47,engine check,high,2025-04-12 15:09:40
165,1,battery fault,high,2025-04-07 04:14:12
166,5,low tire pressure,medium,2025-04-03 08:12:46
167,35,battery fault,medium,2025-04-02 03:51:15
168,25,battery fault,low,2025-04-03 21:50:05
169,36,battery fault,low,2025-04-04 09:49:26
170,31,battery fault,medium,2025-04-13 09:15:27
171,27,engine check,high,2025-04-01 06:37:53
172,13,low tire pressure,high,2025-04-13 06:45:58
173,28,engine check,high,2025-04-01 15:49:47
174,40,engine check,medium,2025-04-06 05:13:48
175,29,battery fault,low,2025-04-13 07:13:45
176,42,battery fault,high,2025-04-07 06:10:57
177,18,battery fault,medium,2025-04-01 20:27:45
178,22,low tire pressure,high,2025-04-09 04:48:44
179,42,battery fault,low,2025-04-07 10:10:32
180,18,battery fault,low,2025-04-02 16:49:54
181,25,low tire pressure,medium,2025-04-15 03:36:02
182,38,battery fault,low,2025-04-07 21:27:16
183,11,battery fault,medium,2025-04-13 14:04:05
184,25,low tire pressure,low,2025-04-14 02:31:42
185,6,engine check,medium,2025-04-16 16:53:20
186,47,engine check,medium,2025-04-04 17:48:25
187,43,engine check,high,2025-04-12 03:15:42
188,42,engine check,high,2025-04-09 20:41:50
189,23,battery fault,medium,2025-04-13 13:17:42
190,13,engine check,low,2025-04-07 00:35:41
191,30,low tire pressure,medium,2025-04-04 14:28:58
192,9,engine check,medium,2025-04-01 10:02:18
193,15,low tire pressure,high,2025-04-17 18:17:38
194,12,low tire pressure,medium,2025-04-05 16:45:37
195,17,battery fault,low,2025-04-16 04:46:29
196,3,low tire pressure,low,2025-04-04 23:22:29
197,7,engine check,medium,2025-04-07 23:41:09
198,48,engine check,low,2025-04-04 16:34:40
199,21,low tire pressure,high,2025-04-10 20:03:01
200,32,low tire pressure,low,2025-04-06 14:02:53
201,5,battery fault,medium,2025-04-15 18:07:30
202,42,engine check,medium,2025-04-02 01:11:52
203,31,battery fault,high,2025-04-02 23:25:15
204,3,engine check,low,2025-04-13 16:55:29
205,8,battery fault,medium,2025-04-07 16:19:43
206,4,battery fault,low,2025-04-09 09:35:11
207,26,engine check,low,2025-04-07 19:53:34
208,9,low tire pressure,high,2025-04-02 02:09:50
209,2,engine check,high,2025-04-07 19:39:55
210,24,battery fault,medium,2025-04-10 10:43:25
211,15,battery fault,medium,2025-04-11 13:28:50
212,4,low tire pressure,medium,2025-04-10 09:17:16
213,19,engine check,medium,2025-04-09 23:54:01
214,48,battery fault,high,2025-04-01 09:29:20
215,15,low tire pressure,medium,2025-04-09 11:02:58
216,35,engine check,high,2025-04-15 07:38:35
217,11,engine check,medium,2025-04-04 08:26:11
218,35,low tire pressure,high,2025-04-04 01:41:02
219,16,low tire pressure,low,2025-04-13 17:34:08
220,46,engine check,low,2025-04-07 20:14:36
221,50,battery fault,high,2025-04-04 09:25:58
222,14,low tire pressure,high,2025-04-01 06:58:50
223,17,low tire pressure,low,2025-04-12 17:57:58
224,33,battery fault,medium,2025-04-05 19:45:21
225,39,low tire pressure,low,2025-04-01 07:17:13
226,44,engine check,low,2025-04-09 14:08:45
227,50,low tire pressure,low,2025-04-15 08:17:54
228,33,battery fault,high,2025-04-09 21:43:38
229,23,engine check,medium,2025-04-14 21:12:57
230,34,low tire pressure,low,2025-04-08 14:32:44
231,20,battery fault,high,2025-04-03 21:03:36
232,8,battery fault,low,2025-04-02 10:24:18
233,25,low tire pressure,high,2025-04-17 01:52:50
234,8,battery fault,high,2025-04-14 15:34:49
235,22,battery fault,high,2025-04-02 02:08:51
236,28,battery fault,medium,2025-04-09 04:24:05
237,37,battery fault,medium,2025-04-08 13:41:52
238,5,battery fault,high,2025-04-12 15:34:13
239,14,low tire pressure,medium,2025-04-09 07:23:29
240,17,engine check,medium,2025-04-10 07:25:10
241,50,battery fault,medium,2025-04-04 18:58:09
242,44,battery fault,high,2025-04-13 02:06:31
243,49,low tire pressure,high,2025-04-02 16:06:20
244,25,low tire pressure,high,2025-04-15 17:25:46
245,47,engine check,high,2025-04-12 21:04:36
246,42,battery fault,low,2025-04-17 05:22:44
247,1,low tire pressure,low,2025-04-03 06:54:12
248,9,battery fault,high,2025-04-04 16:14:09
249,36,engine check,low,2025-04-05 01:39:02
250,48,low tire pressure,medium,2025-04-04 03:27:05
251,27,low tire pressure,medium,2025-04-12 22:15:20
252,31,engine check,medium,2025-04-17 15:17:38
253,8,engine check,low,2025-04-15 22:59:06
254,44,engine check,low,2025-04-15 04:14:30
255,46,battery fault,high,2025-04-07 08:27:48
256,33,low tire pressure,medium,2025-04-16 14:47:33
257,7,battery fault,low,2025-04-02 19:39:54
258,4,low tire pressure,high,2025-04-12 02:36:24
259,36,low tire pressure,high,2025-04-13 21:42:58
260,39,low tire pressure,high,2025-04-02 00:16:25
261,8,low tire pressure,high,2025-04-17 03:15:13
262,2,engine check,high,2025-04-09 18:08:25
263,18,engine check,high,2025-04-16 20:52:16
264,31,low tire pressure,medium,2025-04-17 09:47:22
265,43,battery fault,low,2025-04-15 10:10:02
266,8,battery fault,low,2025-04-08 14:05:26
267,37,low tire pressure,low,2025-04-08 15:38:44
268,3,battery fault,high,2025-04-15 10:13:26
269,24,low tire pressure,medium,2025-04-02 00:41:38
270,2,engine check,high,2025-04-14 22:49:43
271,44,low tire pressure,medium,2025-04-06 23:47:18
272,41,low tire pressure,high,2025-04-02 15:50:18
273,30,low tire pressure,high,2025-04-11 19:40:04
274,5,battery fault,high,2025-04-17 03:46:24
275,27,low tire pressure,medium,2025-04-15 01:11:13
276,12,battery fault,high,2025-04-07 07:10:03
277,36,engine check,high,2025-04-16 06:38:22
278,27,battery fault,low,2025-04-15 08:19:11
279,13,battery fault,medium,2025-04-05 18:27:53
280,1,low tire pressure,low,2025-04-16 05:30:54
281,45,engine check,high,2025-04-14 16:25:11
282,42,battery fault,high,2025-04-04 13:50:06
283,27,battery fault,medium,2025-04-17 19:04:40
284,41,low tire pressure,medium,2025-04-17 22:57:04
285,23,engine check,medium,2025-04-07 11:42:22
286,39,low tire pressure,low,2025-04-16 18:31:02
287,14,low tire pressure,medium,2025-04-01 04:39:49
288,15,engine check,low,2025-04-16 21:48:11
289,11,low tire pressure,low,2025-04-15 19:25:39
290,45,low tire pressure,low,2025-04-14 16:21:20
291,43,battery fault,high,2025-04-02 20:52:46
292,3,battery fault,medium,2025-04-17 15:00:06
293,48,low tire pressure,medium,2025-04-03 13:33:30
294,25,engine check,low,2025-04-17 01:51:24
295,34,battery fault,high,2025-04-15 07:54:53
296,2,engine check,low,2025-04-17 23:11:02
297,4,low tire pressure,high,2025-04-13 02:18:56
298,40,battery fault,high,2025-04-11 06:23:09
299,46,battery fault,low,2025-04-01 13:48:19
300,23,battery fault,low,2025-04-02 13:07:36
301,31,engine check,low,2025-04-08 15:48:17
302,18,low tire pressure,high,2025-04-09 13:56:45
303,34,battery fault,low,2025-04-14 00:03:50
304,18,battery fault,medium,2025-04-09 14:55:17
305,43,engine check,medium,2025-04-09 10:59:11
306,15,battery fault,low,2025-04-07 02:39:40
307,41,low tire pressure,high,2025-04-09 07:30:40
308,27,engine check,high,2025-04-08 13:38:38
309,17,battery fault,high,2025-04-17 08:11:50
310,41,engine check,low,2025-04-14 03:18:24
311,15,low tire pressure,medium,2025-04-01 19:44:02
312,11,battery fault,high,2025-04-16 00:36:52
313,18,engine check,high,2025-04-02 13:56:04
314,40,low tire pressure,high,2025-04-01 10:33:55
315,5,battery fault,medium,2025-04-11 01:38:29
316,27,low tire pressure,high,2025-04-16 00:04:55
317,2,low tire pressure,medium,2025-04-14 21:01:44
318,4,battery fault,high,2025-04-02 02:33:36
319,14,battery fault,medium,2025-04-11 11:31:30
320,30,engine check,medium,2025-04-09 01:41:31
321,4,battery fault,medium,2025-04-02 13:14:01
322,24,battery fault,medium,2025-04-06 03:51:43
323,44,low tire pressure,low,2025-04-16 10:04:48
324,23,battery fault,medium,2025-04-07 21:19:18
325,42,low tire pressure,high,2025-04-03 23:22:53
326,27,battery fault,medium,2025-04-06 06:45:35
327,47,engine check,medium,2025-04-06 10:23:48
328,8,engine check,medium,2025-04-07 15:04:50
329,1,low tire pressure,low,2025-04-09 01:11:12
330,4,battery fault,low,2025-04-05 01:48:04
331,5,low tire pressure,medium,2025-04-16 10:08:27
332,24,low tire pressure,high,2025-04-14 03:12:39
333,43,low tire pressure,high,2025-04-13 11:20:13
334,48,battery fault,medium,2025-04-06 23:30:36
335,25,engine check,low,2025-04-04 00:18:49
336,15,low tire pressure,medium,2025-04-03 18:30:09
337,36,low tire pressure,medium,2025-04-17 01:18:03
338,13,battery fault,high,2025-04-12 02:12:14
339,21,engine check,low,2025-04-08 17:33:18
340,37,engine check,high,2025-04-06 05:49:23
341,29,low tire pressure,medium,2025-04-13 01:20:44
342,2,low tire pressure,high,2025-04-06 23:04:17
343,19,engine check,high,2025-04-12 11:48:51
344,11,battery fault,low,2025-04-07 09:13:13
345,10,low tire pressure,low,2025-04-15 11:12:41
346,39,engine check,medium,2025-04-11 06:37:33
347,7,low tire pressure,low,2025-04-03 13:36:23
348,22,engine check,low,2025-04-16 03:24:11
349,34,engine check,medium,2025-04-16 05:58:17
350,30,battery fault,low,2025-04-16 15:16:30
351,12,engine check,medium,2025-04-10 15:18:10
352,6,battery fault,medium,2025-04-15 18:50:44
353,2,engine check,medium,2025-04-06 18:19:20
354,37,battery fault,medium,2025-04-16 17:47:58
355,35,low tire pressure,high,2025-04-05 19:06:06
356,24,engine check,medium,2025-04-06 08:27:43
357,44,battery fault,medium,2025-04-11 00:20:31
358,29,low tire pressure,medium,2025-04-15 19:06:26
359,34,battery fault,medium,2025-04-12 21:04:01
360,17,engine check,high,2025-04-14 04:44:15
361,20,battery fault,high,2025-04-14 12:56:26
362,26,low tire pressure,medium,2025-04-03 11:00:25
363,6,low tire pressure,medium,2025-04-02 00:53:13
364,39,battery fault,low,2025-04-12 10:00:10
365,30,engine check,high,2025-04-17 05:58:05
366,9,engine check,high,2025-04-07 02:47:41
367,47,engine check,low,2025-04-09 10:54:00
368,49,low tire pressure,high,2025-04-09 11:12:47
369,33,engine check,medium,2025-04-17 23:02:00
370,16,engine check,medium,2025-04-02 23:02:01
371,30,engine check,high,2025-04-09 12:56:40
372,42,battery fault,low,2025-04-12 23:56:34
373,6,engine check,high,2025-04-15 03:49:09
374,43,engine check,low,2025-04-04 10:56:13
375,16,battery fault,medium,2025-04-01 06:47:55
376,43,engine check,high,2025-04-06 06:13:34
377,47,battery fault,high,2025-04-03 19:49:15
378,27,battery fault,high,2025-04-12 23:50:26
379,11,battery fault,low,2025-04-16 20:00:53
380,49,low tire pressure,medium,2025-04-10 16:07:39
381,46,battery fault,medium,2025-04-09 06:16:46
382,26,engine check,medium,2025-04-13 22:10:25
383,49,low tire pressure,high,2025-04-17 10:08:43
384,40,engine check,low,2025-04-08 03:22:25
385,19,battery fault,medium,2025-04-01 03:00:24
386,49,engine check,low,2025-04-08 06:26:29
387,30,engine check,high,2025-04-02 17:47:54
388,12,low tire pressure,low,2025-04-04 19:22:24
389,42,low tire pressure,low,2025-04-04 00:38:16
390,20,low tire pressure,low,2025-04-08 20:56:14
391,25,low tire pressure,medium,2025-04-10 20:02:19
392,45,engine check,medium,2025-04-11 19:13:59
393,40,battery fault,medium,2025-04-10 04:03:53
394,33,battery fault,high,2025-04-17 22:36:45
395,50,battery fault,low,2025-04-14 01:13:45
396,48,low tire pressure,low,2025-04-09 22:10:10
397,28,low tire pressure,medium,2025-04-10 12:45:22
398,6,low tire pressure,medium,2025-04-02 11:49:37
399,12,engine check,low,2025-04-12 22:29:23
400,9,low tire pressure,medium,2025-04-08 14:50:56
401,37,low tire pressure,low,2025-04-13 09:33:48
402,17,engine check,medium,2025-04-12 02:23:39
403,19,engine check,medium,2025-04-12 03:49:01
404,1,engine check,high,2025-04-05 17:33:43
405,12,low tire pressure,high,2025-04-15 14:53:37
406,15,battery fault,low,2025-04-05 20:04:21
407,39,low tire pressure,high,2025-04-10 16:16:58
408,12,engine check,high,2025-04-03 14:47:39
409,25,battery fault,high,2025-04-03 13:12:49
410,12,engine check,medium,2025-04-15 06:33:09
411,43,battery fault,medium,2025-04-05 21:15:53
412,32,engine check,medium,2025-04-14 16:16:26
413,24,battery fault,high,2025-04-05 07:53:29
414,4,battery fault,high,2025-04-09 19:36:50
415,20,engine check,low,2025-04-05 04:25:08
416,44,battery fault,high,2025-04-16 03:43:24
417,40,engine check,medium,2025-04-05 01:55:10
418,42,battery fault,high,2025-04-17 19:08:19
419,8,battery fault,high,2025-04-14 06:07:28
420,24,battery fault,medium,2025-04-08 16:33:25
421,42,engine check,medium,2025-04-02 08:06:50
422,26,battery fault,medium,2025-04-12 13:43:54
423,5,battery fault,high,2025-04-16 03:09:05
424,50,battery fault,high,2025-04-14 23:29:43
425,27,low tire pressure,low,2025-04-15 14:59:51
426,29,battery fault,medium,2025-04-03 00:39:53
427,35,battery fault,high,2025-04-02 05:34:33
428,9,engine check,high,2025-04-17 19:21:47
429,45,low tire pressure,high,2025-04-06 05:14:42
430,28,engine check,medium,2025-04-16 08:32:15
431,42,low tire pressure,low,2025-04-08 03:51:05
432,35,engine check,low,2025-04-10 17:07:49
433,29,battery fault,medium,2025-04-16 05:05:30
434,31,low tire pressure,medium,2025-04-12 15:33:31
435,2,battery fault,medium,2025-04-16 13:44:28
436,19,engine check,high,2025-04-12 01:44:43
437,26,engine check,low,2025-04-01 02:18:06
438,50,battery fault,low,2025-04-05 09:57:52
439,29,engine check,high,2025-04-01 13:40:58
440,23,low tire pressure,high,2025-04-17 13:58:57
441,21,engine check,medium,2025-04-14 17:25:13
442,35,engine check,high,2025-04-02 05:13:56
443,32,low tire pressure,low,2025-04-07 02:19:48
444,32,battery fault,low,2025-04-03 07:32:36
445,19,engine check,low,2025-04-01 06:45:04
446,11,low tire pressure,medium,2025-04-17 09:50:43
447,34,battery fault,low,2025-04-07 11:33:40
448,31,engine check,low,2025-04-11 01:20:51
449,28,battery fault,low,2025-04-11 21:54:43
450,29,battery fault,high,2025-04-11 07:06:59
451,46,low tire pressure,medium,2025-04-11 15:52:38
452,34,battery fault,low,2025-04-11 05:51:42
453,49,engine check,low,2025-04-01 11:44:24
454,48,low tire pressure,high,2025-04-15 03:18:45
455,21,engine check,medium,2025-04-17 20:24:59
456,44,low tire pressure,high,2025-04-04 18:16:24
457,7,battery fault,low,2025-04-03 18:27:16
458,7,battery fault,medium,2025-04-04 16:31:48
459,18,battery fault,high,2025-04-06 00:48:59
460,37,low tire pressure,medium,2025-04-01 08:37:41
461,13,low tire pressure,low,2025-04-05 22:13:36
462,45,engine check,medium,2025-04-15 20:32:13
463,40,low tire pressure,high,2025-04-07 01:49:23
464,14,engine check,low,2025-04-16 07:36:31
465,19,engine check,high,2025-04-15 00:56:52
466,20,low tire pressure,medium,2025-04-05 01:34:15
467,50,battery fault,high,2025-04-12 05:59:57
468,49,low tire pressure,high,2025-04-16 16:36:08
469,22,engine check,medium,2025-04-03 08:17:23
470,42,low tire pressure,medium,2025-04-06 18:40:55
471,19,engine check,medium,2025-04-13 04:09:35
472,38,low tire pressure,low,2025-04-08 00:18:07
473,38,battery fault,high,2025-04-06 20:28:02
474,19,battery fault,high,2025-04-11 16:55:05
475,2,battery fault,medium,2025-04-01 08:48:08
476,22,engine check,high,2025-04-15 04:17:48
477,6,low tire pressure,high,2025-04-11 22:31:55
478,2,engine check,high,2025-04-17 15:52:51
479,17,low tire pressure,high,2025-04-14 14:15:06
480,41,engine check,medium,2025-04-14 16:56:41
481,19,battery fault,medium,2025-04-16 17:13:35
482,21,engine check,high,2025-04-14 04:17:50
483,17,low tire pressure,medium,2025-04-12 02:07:37
484,43,battery fault,high,2025-04-03 18:34:30
485,6,engine check,low,2025-04-07 21:15:44
486,23,low tire pressure,low,2025-04-04 06:55:04
487,26,low tire pressure,medium,2025-04-07 10:19:21
488,42,low tire pressure,high,2025-04-05 00:27:13
489,13,low tire pressure,low,2025-04-10 02:17:25
490,29,low tire pressure,medium,2025-04-07 02:04:09
491,23,engine check,medium,2025-04-13 16:48:58
492,34,engine check,low,2025-04-07 23:38:49
493,6,engine check,high,2025-04-09 11:23:51
494,11,battery fault,low,2025-04-10 17:21:30
495,27,low tire pressure,medium,2025-04-09 16:29:33
496,30,engine check,medium,2025-04-03 16:11:58
497,6,low tire pressure,low,2025-04-11 16:44:22
498,49,low tire pressure,low,2025-04-11 12:52:39
499,16,battery fault,medium,2025-04-10 22:46:25
500,31,low tire pressure,medium,2025-04-12 18:33:33
501,46,low tire pressure,low,2025-04-02 18:48:48
502,7,low tire pressure,low,2025-04-03 22:51:40
503,39,battery fault,medium,2025-04-03 13:06:11
504,43,engine check,medium,2025-04-06 06:16:59
505,35,battery fault,high,2025-04-10 15:44:42
506,48,engine check,high,2025-04-12 04:46:51
507,9,low tire pressure,low,2025-04-03 07:57:52
508,19,battery fault,high,2025-04-17 11:12:20
509,46,low tire pressure,medium,2025-04-03 15:40:33
510,44,low tire pressure,high,2025-04-17 23:34:27
511,24,battery fault,low,2025-04-08 18:27:55
512,21,low tire pressure,medium,2025-04-17 15:38:18
513,21,low tire pressure,low,2025-04-11 21:35:16
514,9,low tire pressure,high,2025-04-13 08:46:53
515,26,low tire pressure,low,2025-04-16 10:59:06
516,39,battery fault,low,2025-04-16 01:51:39
517,45,low tire pressure,medium,2025-04-11 18:18:33
518,47,engine check,low,2025-04-05 21:28:29
519,30,low tire pressure,low,2025-04-11 09:08:38
520,31,engine check,high,2025-04-15 18:56:44
521,31,low tire pressure,medium,2025-04-07 19:07:38
522,6,battery fault,high,2025-04-01 05:18:13
523,34,battery fault,high,2025-04-05 07:05:26
524,1,engine check,high,2025-04-02 21:34:12
525,44,low tire pressure,low,2025-04-10 07:17:13
526,38,battery fault,medium,2025-04-03 23:07:05
527,26,low tire pressure,high,2025-04-05 21:00:56
528,21,battery fault,high,2025-04-12 12:13:14
529,3,battery fault,low,2025-04-09 05:50:49
530,40,battery fault,medium,2025-04-17 15:53:31
531,42,engine check,medium,2025-04-13 00:05:55
532,42,engine check,low,2025-04-15 22:23:33
533,28,engine check,medium,2025-04-08 06:44:01
534,4,battery fault,high,2025-04-13 06:54:01
535,41,battery fault,low,2025-04-13 19:49:28
536,7,low tire pressure,medium,2025-04-16 18:25:47
537,21,low tire pressure,low,2025-04-14 01:04:20
538,41,engine check,medium,2025-04-01 23:56:48
539,24,battery fault,high,2025-04-09 19:04:39
540,40,low tire pressure,high,2025-04-07 22:04:10
541,45,battery fault,medium,2025-04-02 05:49:27
542,25,low tire pressure,high,2025-04-12 20:40:28
543,31,engine check,high,2025-04-02 16:08:03
544,50,battery fault,low,2025-04-13 11:24:08
545,22,engine check,medium,2025-04-08 06:30:53
546,47,engine check,high,2025-04-13 22:26:52
547,25,engine check,low,2025-04-05 01:13:25
548,46,low tire pressure,medium,2025-04-05 07:58:35
549,40,engine check,low,2025-04-05 12:07:26
550,8,battery fault,high,2025-04-12 09:49:15
551,50,engine check,medium,2025-04-11 17:32:38
552,25,battery fault,low,2025-04-02 04:18:53
553,3,battery fault,high,2025-04-04 07:16:41
554,39,engine check,high,2025-04-07 02:04:06
555,40,low tire pressure,low,2025-04-01 19:35:39
556,24,low tire pressure,low,2025-04-02 06:14:51
557,32,engine check,medium,2025-04-07 22:15:33
558,7,engine check,high,2025-04-13 05:22:39
559,34,battery fault,high,2025-04-17 22:17:04
560,20,engine check,low,2025-04-17 13:58:39
561,36,low tire pressure,high,2025-04-08 06:14:17
562,39,low tire pressure,high,2025-04-02 17:59:44
563,31,engine check,low,2025-04-17 17:41:21
564,30,battery fault,high,2025-04-08 00:58:51
565,15,low tire pressure,low,2025-04-08 20:23:05
566,18,battery fault,medium,2025-04-02 19:48:27
